RK,NAME,TEAM,POS,GMS,PTS,REB,AST,BLK,STL,FGP,FTP,3PP,FTM,2PM,3PM,TO,MIN,DD2,TD3,FPTS
17,Paul Millsap,UTA,PF,64,1061,563,150,52,118,49.5,79.2,22.6,202,419,7,112,2099,21,0,2189.6
18,Greg Monroe,DET,C,68,1039,657,152,48,87,52,74.6,0,209,415,0,165,2139,31,0,2160.4
19,Rudy Gay,MEM,SF,67,1267,423,151,60,98,45.6,79.1,32,216,440,57,168,2479,8,0,2149.1
20,David Lee,GS,PF,59,1193,566,168,24,57,50.4,79,0,233,480,0,155,2194,28,1,2131.2
21,Marcin Gortat,PHO,C,67,1031,667,60,101,48,55.3,65.5,0,171,430,0,91,2139,31,0,2128.4
22,Deron Williams,BKN,PG,57,1184,191,494,20,68,40.6,84.3,33.2,264,286,116,228,2059,22,0,2102.2
23,Dirk Nowitzki,DAL,PF,63,1348,424,138,30,43,45.5,89.6,36.3,320,397,78,118,2101,11,0,2091.8
24,Carmelo Anthony,NY,PF,57,1283,353,206,25,63,43.1,79.6,33,301,386,70,150,1928,8,1,2041.6
25,LaMarcus Aldridge,POR,PF,56,1206,453,135,45,54,50.8,81.4,18.2,228,486,2,113,2031,14,0,2037.1
26,Monta Ellis,MIL,SG,60,1218,203,360,18,88,43.6,79.6,31.2,222,402,64,183,2188,5,0,2030.6
27,Paul Pierce,BOS,SF,61,1181,317,274,26,70,44.3,85.2,36.6,293,294,100,173,2074,6,0,1991.4
28,Tony Parker,SA,PG,61,1110,172,468,5,58,48.2,80.1,24.2,229,418,15,156,1940,12,0,1988.4
29,Carlos Boozer,CHI,PF,68,1022,577,130,25,66,53.2,69.5,0,98,462,0,121,2004,18,0,1970.4
30,Kevin Garnett,BOS,PF,62,964,503,178,62,57,50.3,85.1,33.3,165,395,3,111,1905,21,0,1961.6
31,Antawn Jamison,CLE,PF,67,1144,417,133,45,55,40.1,68.2,33.8,193,336,93,91,2196,7,0,1952.9
32,Kris Humphries,BKN,PF,63,855,681,91,74,51,48.1,75.2,0,209,323,0,119,2167,29,0,1939.7
33,Ty Lawson,DEN,PG,62,1020,234,403,6,85,48.8,82.2,36.8,185,305,75,151,2149,11,0,1936.3
34,Dwyane Wade,MIA,SG,51,1117,246,232,64,87,49.8,79.5,25.9,248,412,15,132,1677,4,0,1930.2
35,Andre Iguodala,PHI,SF,64,784,389,346,31,109,44.9,61.4,39.4,124,213,78,120,2262,8,1,1929.8
36,Rajon Rondo,BOS,PG,55,652,262,634,3,101,44.7,60.3,23.8,114,254,10,199,2007,21,6,1926.4
37,Tyreke Evans,SAC,SG,65,1069,298,297,29,88,45.3,77.6,20.8,211,396,22,183,2238,5,0,1923.1
38,Roy Hibbert,IND,C,67,853,587,111,129,32,49.3,70,0,175,339,0,128,1993,21,0,1917.9
39,Tim Duncan,SA,C,59,914,524,137,89,38,49.5,69.8,0,178,368,0,98,1656,22,0,1904.3
40,Steve Nash,PHO,PG,64,788,192,677,8,38,52.9,89.5,38.6,128,246,56,234,2007,28,0,1891.9
41,Joakim Noah,CHI,C,66,667,645,165,98,41,50.8,74.2,0,155,256,0,94,2008,24,1,1872.5
42,Chris Bosh,MIA,PF,59,1046,464,108,47,55,48.3,81.2,27,238,389,10,121,2059,11,0,1847.8
43,Danny Granger,IND,SF,64,1183,312,110,43,62,41.3,87.4,38.5,256,273,127,115,2127,0,0,1817.4
44,Joe Johnson,ATL,SG,62,1147,228,242,13,50,45.2,85.4,38,164,304,125,120,2170,0,0,1789.6
45,Mike Conley,MEM,PG,63,797,158,410,11,137,43.1,86.3,37.5,139,239,60,127,2202,8,0,1770.6
46,Ryan Anderson,ORL,PF,63,1008,486,54,26,51,43.7,87.1,39.2,155,170,171,61,2017,14,0,1765.2
47,Tyson Chandler,NY,C,64,711,628,58,93,60,67.3,68.8,0,221,245,0,103,2119,20,0,1754.6
47,James Harden,OKC,PG,64,1073,263,236,15,63,48.8,84.5,39.3,317,198,120,144,1994,0,0,1754.6
49,Luis Scola,HOU,PF,68,1051,435,143,24,36,49.2,77.3,0,157,447,0,155,2100,11,0,1752.5
50,Jrue Holiday,PHI,PG,67,915,219,301,18,105,43.6,78.9,39.3,101,302,70,142,2251,1,0,1733.3
51,Serge Ibaka,OKC,PF,68,612,502,29,244,34,53.5,66.4,33.3,79,265,1,82,1827,12,1,1731.9
52,Paul George,IND,SF,68,829,386,158,39,112,44,79.5,38.5,155,199,92,124,2015,3,0,1707.2
53,David West,IND,PF,67,850,437,141,46,53,48.8,80.7,22.2,142,351,2,94,1940,12,0,1689.9
54,Gerald Wallace,BKN,PF,60,816,395,169,36,89,45,79.7,29.7,192,243,46,114,2134,9,0,1679.5
55,Jeff Teague,ATL,PG,67,839,161,323,37,107,47.7,75.7,34,140,273,51,134,2201,3,0,1670.7
56,Ersan Ilyasova,MIL,PF,62,789,537,72,44,44,49.1,77,44.7,144,246,51,78,1688,20,0,1639.4
57,Kyrie Irving,CLE,PG,53,976,199,281,20,58,46.4,87.3,38.4,185,286,73,165,1609,1,0,1627.3
58,Luol Deng,CHI,SF,56,858,363,160,37,58,41.4,77.7,36,136,241,80,101,2194,10,0,1622.6
59,JaVale McGee,DEN,C,63,720,494,31,135,39,55.2,48.3,0,86,317,0,88,1584,15,0,1619.3
60,Andre Miller,DEN,PG,68,656,234,463,10,68,43.8,80.9,20.9,140,231,18,180,1865,8,0,1607.3
61,Elton Brand,PHI,PF,62,678,439,101,98,58,49.5,73.8,0,90,294,0,67,1776,11,0,1601.3
62,Kemba Walker,CHA,PG,68,825,241,293,20,61,36.5,78.7,30.2,177,219,70,119,1830,2,1,1596.7
63,Lou Williams,PHI,SG,66,985,157,223,18,54,40.9,81.9,36.1,249,242,84,75,1721,0,0,1576.9
64,Shawn Marion,DAL,SF,65,686,477,133,36,70,44.5,79.2,29,76,275,20,100,1962,12,0,1569.9
65,Goran Dragic,HOU,PG,68,792,171,356,10,87,46.2,80.3,33,155,215,69,160,1787,8,0,1565.2
66,DeMar DeRozan,TOR,SG,65,1084,224,131,18,49,42.1,80.6,26.8,278,364,26,128,2277,1,0,1555.3
67,Al Harrington,DEN,PF,65,922,392,89,12,58,44.6,68,33.4,121,246,103,113,1774,9,0,1552.9
68,Wesley Matthews,POR,SG,68,936,228,115,15,99,41.7,86,38.4,153,192,133,76,2282,0,0,1534.1
69,Derrick Rose,CHI,PG,41,880,139,320,29,36,43.3,82.1,30.9,207,254,55,126,1430,9,0,1530.8
70,Jason Terry,DAL,SG,64,954,150,227,11,75,42.9,88.7,37.7,102,219,138,127,2008,0,0,1519.5
71,Thaddeus Young,PHI,PF,65,831,334,77,42,66,50.8,76.5,25,114,357,1,57,1800,1,0,1506.3
72,Drew Gooden,MIL,PF,58,783,371,146,34,48,43.6,84.8,30.4,178,277,17,109,1502,13,1,1502.2
73,Raymond Felton,POR,PG,62,710,155,398,11,82,40.8,81.7,31.1,107,204,65,177,1958,6,0,1502
74,Ramon Sessions,LAL,PG,66,733,217,368,3,46,42.6,77.2,43.4,196,204,43,143,1750,5,0,1500.4
75,Marcus Thornton,SAC,SG,53,994,198,104,12,75,43.9,86.2,35.5,150,251,114,86,1853,1,0,1475.6
75,Jose Calderon,TOR,PG,55,568,163,476,3,50,45.2,87.5,36.7,63,161,61,108,1846,11,0,1475.6
77,Kyle Lowry,HOU,PG,49,689,219,318,14,75,41.2,86.7,36.7,176,138,79,132,1551,4,1,1474.8
78,DeAndre Jordan,LAC,C,68,506,559,17,142,31,62.9,52.1,0,76,215,0,75,1858,8,0,1473.3
79,Gordon Hayward,UTA,SF,68,792,237,211,41,55,45.4,83.1,34.8,196,214,56,116,2062,1,0,1468.9
80,Nicolas Batum,POR,SG,61,843,280,89,63,58,45.4,83.9,39.1,135,189,110,92,1838,2,0,1462.5
81,Brandon Knight,DET,PG,68,863,217,261,10,52,41.2,76.6,37.7,108,217,107,181,2179,3,0,1457.9
82,Jared Dudley,PHO,SF,67,851,310,112,19,50,48.9,70.7,38.9,123,238,84,74,2063,2,0,1455
83,Jordan Crawford,WAS,SG,66,962,176,193,5,60,39.6,79.8,28.4,166,278,80,144,1807,0,0,1448.7
84,Channing Frye,PHO,PF,66,682,387,90,70,43,40.8,89.8,33.6,79,165,91,64,1705,9,0,1443.4
85,Amar'e Stoudemire,NY,C,49,848,376,55,47,39,47.7,76.5,21.7,195,319,5,116,1592,16,0,1437.7
86,Arron Afflalo,DEN,SG,63,947,201,150,13,36,46.8,79.9,39.6,199,242,88,88,2103,1,0,1423.2
87,O.J. Mayo,MEM,SG,68,845,215,172,25,72,40.3,77,35.9,134,204,101,132,1813,0,0,1423
88,Tayshaun Prince,DET,SF,64,803,282,154,33,27,42.1,77.4,36.2,89,300,38,75,2104,2,0,1417.4
89,Brandon Bass,BOS,PF,61,759,372,56,57,39,48.1,81.1,0,137,311,0,67,1911,7,0,1414.4
90,Evan Turner,PHI,SG,67,639,392,187,20,41,44.6,69.7,23.1,85,259,12,112,1774,5,0,1399.9
91,Isaiah Thomas,SAC,PG,67,770,171,270,9,53,45,82.8,37.8,159,178,85,110,1692,3,0,1394.2
92,Devin Harris,UTA,PG,65,735,116,319,13,67,44.6,74.9,36.1,158,170,79,129,1778,1,0,1383.7
93,Jarrett Jack,NO,PG,47,729,185,299,10,35,45.5,87.3,35.6,137,233,42,107,1589,5,1,1382.5
94,Jameer Nelson,ORL,PG,59,691,186,342,6,38,42,82.1,36.1,78,176,87,138,1759,5,0,1377.2
95,Jason Thompson,SAC,PF,66,591,448,80,48,46,53.6,59.8,0,113,239,0,75,1709,15,0,1361.6
96,Greivis Vasquez,NO,PG,68,598,176,368,8,61,42.9,81.1,31.2,99,185,43,150,1734,6,0,1349.2
97,James Johnson,TOR,PF,64,572,301,125,90,76,44.6,70.9,31.1,83,216,19,109,1602,3,0,1343.7
98,Jamal Crawford,POR,SG,62,857,123,203,15,58,38.1,92.1,29.9,197,210,80,116,1664,0,0,1339.1
99,Gerald Henderson,CHA,SG,57,840,227,126,20,50,46,76.2,23.4,157,325,11,103,1882,1,0,1338.4
100,Alonzo Gee,CLE,SF,65,670,332,114,17,85,40.7,78.7,31.2,170,184,44,117,1872,2,0,1326.4
101,Darren Collison,IND,PG,62,639,191,296,14,50,43.5,82.7,35.4,134,200,35,118,1936,3,0,1322.2
102,Rodney Stuckey,DET,PG,56,827,144,213,10,44,42.6,83.9,32.4,277,224,34,108,1666,0,0,1319.3
103,Marcus Camby,HOU,PF,60,295,534,108,85,51,44.7,47,40,31,129,2,58,1369,7,0,1311.8
104,Derrick Favors,UTA,PF,67,602,443,46,66,41,50.5,65,0,134,234,0,108,1423,14,0,1308.6
105,Chris Kaman,NO,C,48,634,368,101,79,25,44.6,76.7,0,92,271,0,131,1395,15,0,1304.1
106,Samuel Dalembert,HOU,C,65,490,456,33,111,37,50.6,79.6,0,90,200,0,82,1446,10,0,1300.7
107,Klay Thompson,GS,SG,68,842,168,136,21,55,43.6,85.6,40.2,83,213,111,109,1650,0,0,1290.6
108,Chandler Parsons,HOU,SF,64,601,303,135,29,74,44.9,55.1,33.3,43,189,60,83,1824,2,0,1290.1
109,Landry Fields,NY,SF,68,592,287,174,17,82,45.2,56.4,26,79,207,33,106,1954,2,0,1289.4
110,Mario Chalmers,MIA,PG,66,638,178,230,12,102,44.8,80,38.6,84,124,102,145,1873,0,0,1279.6
111,Luke Ridnour,MIN,PG,55,659,142,259,16,58,44.1,89.3,32.7,108,199,51,100,1798,5,0,1265.9
112,Dorell Wright,GS,SF,63,648,287,95,26,62,41.8,82.4,35.8,84,120,108,54,1700,5,0,1256.9
113,DeJuan Blair,SA,C,66,635,361,80,12,64,53.7,60,0,81,277,0,97,1408,8,0,1243.2
114,Zaza Pachulia,ATL,C,60,471,471,81,29,55,49.7,75,0,123,174,0,83,1671,11,0,1242.7
115,Ricky Rubio,MIN,PG,42,442,177,343,8,93,35.6,80.7,33.7,130,108,32,132,1427,12,0,1238.9
116,Caron Butler,LAC,SF,65,777,233,81,8,54,40.7,81.3,36.2,87,201,96,77,1922,1,0,1225.1
117,J.J. Redick,ORL,SF,67,781,155,168,6,28,42.5,91.6,42.2,153,140,116,72,1816,0,0,1215
118,Ed Davis,TOR,PF,68,434,456,61,63,40,52,65.5,0,72,181,0,69,1577,6,0,1209.7
119,Kawhi Leonard,SA,SF,66,513,336,71,25,86,48.7,76.1,36.6,70,160,41,44,1578,4,0,1200.7
120,Amir Johnson,TOR,PF,66,460,417,79,70,37,57.2,68.2,40,60,197,2,95,1591,8,0,1197.9
121,Marco Belinelli,NO,SG,68,793,176,103,5,49,41.4,78.5,37.4,106,183,107,70,2007,0,0,1196.7
122,Randy Foye,LAC,SG,67,726,139,153,25,46,39.5,86.2,38.4,75,132,129,74,1728,1,0,1190.3
123,Matt Barnes,LAL,SF,65,494,348,127,48,35,45,74.2,33.3,95,129,47,78,1462,4,0,1190.1
124,Brandon Rush,GS,SG,66,637,251,89,58,35,50.1,79.3,45.2,65,136,100,68,1728,1,0,1189.7
125,MarShon Brooks,BKN,SF,58,726,206,132,16,52,42.7,75.7,30.7,115,235,47,124,1687,1,0,1183.2
126,Iman Shumpert,NY,SG,61,586,191,169,8,105,39.9,78.6,30.1,92,172,50,115,1761,0,0,1179.7
127,Tony Allen,MEM,SG,60,593,238,81,35,104,47.6,80.3,29.6,143,213,8,99,1575,0,0,1179.1
128,Nick Young,LAC,SG,63,887,137,57,17,44,40.2,84.8,36.4,145,215,104,83,1744,0,0,1175.9
129,Danny Green,SA,SG,68,615,234,89,46,58,43.9,79.2,43.6,80,110,105,70,1555,0,0,1167.3
130,Danilo Gallinari,DEN,SF,45,666,211,123,23,44,41.4,87.2,32.5,198,141,62,73,1409,2,0,1164.7
131,Mike Dunleavy,MIL,SG,57,706,210,124,9,30,47.5,81,39.7,119,163,87,58,1498,0,0,1164
132,Byron Mullens,CHA,PF,66,613,328,57,52,21,42.5,81.9,23.5,95,241,12,75,1479,6,0,1163.1
133,Vince Carter,DAL,SG,62,624,205,140,26,58,41,82.1,35.7,96,153,74,86,1561,1,0,1162
134,Hedo Turkoglu,ORL,PF,54,581,202,236,17,45,41.5,71.1,35.5,69,118,92,142,1666,0,0,1159.4
135,Nikola Pekovic,MIN,C,49,657,352,31,31,30,56.5,74.6,0,141,258,0,89,1280,16,0,1158.9
136,Marvin Williams,ATL,PF,59,594,302,72,19,48,43.3,79.1,38.8,117,150,59,40,1537,2,0,1158.4
137,Tyler Hansbrough,IND,PF,68,657,314,33,10,59,40.9,81.6,0,239,209,0,66,1512,4,0,1155.3
138,Jason Richardson,ORL,SF,56,655,196,110,23,56,41,57.7,36.6,41,148,106,62,1645,0,0,1151.2
139,Taj Gibson,CHI,PF,65,504,343,48,84,27,49.6,63.3,0,88,208,0,66,1326,4,0,1143.6
140,Tristan Thompson,CLE,C,62,510,398,27,64,29,43.8,54.9,0,112,199,0,85,1466,9,0,1129.1
141,Courtney Lee,HOU,SG,60,672,162,88,23,72,43.1,83.3,39.5,75,168,87,67,1794,0,0,1121.4
141,Metta World Peace,LAL,SF,66,506,222,146,28,72,38.5,61.7,29,74,129,58,70,1773,0,0,1121.4
143,Glen Davis,ORL,PF,63,590,341,47,19,45,42.5,68.6,14.3,120,232,2,79,1482,6,0,1118.7
144,Udonis Haslem,MIA,PF,66,403,484,46,25,36,42,82,0,91,156,0,64,1636,4,0,1110.8
145,D.J. Augustin,CHA,PG,50,548,110,313,1,37,37.5,86.4,33.9,108,127,62,117,1458,6,0,1108.5
146,Mo Williams,LAC,PG,54,710,102,165,7,51,42.6,88.6,38.4,78,175,94,88,1513,0,0,1107.9
147,Ronnie Brewer,CHI,SF,68,471,238,139,21,74,42.9,57.1,26.8,60,177,19,60,1675,1,0,1095.1
148,Marreese Speights,MEM,PF,62,532,385,50,29,21,44.8,76.5,0,88,222,0,75,1368,7,0,1094
149,Kenneth Faried,DEN,PF,48,491,363,38,47,35,58.7,65.7,0,113,189,0,57,1063,12,0,1090.6
150,Tiago Splitter,SA,C,61,568,311,67,47,21,62.1,68.9,0,126,221,0,92,1163,2,0,1085.7
151,Nate Robinson,GS,PG,51,570,100,231,2,59,42.4,83.2,36.5,94,139,66,75,1192,2,0,1083.5
152,Nene Hilario,WAS,C,40,545,292,80,39,43,54.3,66.9,0,113,216,0,96,1117,8,0,1083.4
153,Derrick Williams,MIN,PF,68,601,316,38,32,31,41.6,69.9,28,137,172,40,80,1453,2,0,1083.2
154,Jonas Jerebko,DET,PF,66,571,317,46,21,43,46.1,80,30.3,104,184,33,66,1509,1,0,1082.4
155,Kendrick Perkins,OKC,C,67,346,442,78,75,25,49.3,65,0,80,133,0,121,1786,2,0,1072.4
156,Ray Allen,BOS,SG,48,675,151,113,8,49,46.2,91.7,45.4,99,126,108,73,1613,0,0,1066.7
157,Carlos Delfino,MIL,SF,56,503,213,125,10,80,40.3,79.6,35.6,39,100,88,67,1572,0,0,1059.1
158,Richard Jefferson,GS,SF,65,589,225,90,19,37,41.7,69.4,42.5,59,91,116,50,1783,0,0,1056
159,Anthony Morrow,BKN,SG,64,762,131,62,9,48,41,93.3,36.5,97,172,107,71,1686,0,0,1055.2
160,Boris Diaw,SA,C,59,381,284,210,25,39,44.5,62.9,31.1,22,130,33,116,1474,3,0,1048.8
160,Markieff Morris,PHO,PF,65,489,294,66,46,44,40.3,72.1,34.6,80,137,45,72,1272,1,0,1048.8
162,Leandro Barbosa,IND,SG,65,713,129,98,7,58,42.4,81.5,37.9,101,207,66,98,1401,0,0,1046.8
163,Trevor Ariza,NO,SF,42,455,216,140,25,73,41.7,76.9,33.3,80,144,29,79,1379,0,0,1041.2
164,Shannon Brown,PHO,SG,61,676,164,74,15,48,41.8,81.9,36.1,86,190,70,69,1449,0,0,1040.8
165,Jason Kidd,DAL,PG,49,302,200,267,10,82,36.1,78.6,35.4,22,20,80,92,1396,2,0,1034.5
166,J.J. Hickson,POR,C,56,473,351,51,35,33,46.3,65,0,93,190,0,73,1306,9,0,1033.7
167,Trevor Booker,WAS,PF,51,422,336,41,44,49,52.6,60,50,57,181,1,59,1282,4,0,1013.7
168,Bismack Biyombo,CHA,C,64,328,370,27,117,20,46.4,48.3,0,70,129,0,75,1471,5,0,1011.5
169,Rodrigue Beaubois,DAL,PG,55,497,154,155,28,57,42.8,84.5,29.3,60,157,41,73,1200,0,0,1011.3
170,Derrick Brown,CHA,PF,67,538,247,72,12,49,52.2,67.1,24,96,212,6,58,1480,1,0,1006.4
171,Corey Brewer,DEN,SF,61,549,159,90,17,75,43.5,69.7,26.3,92,176,35,58,1333,0,0,1000.8
172,Jason Maxiell,DET,PF,67,431,339,41,53,33,47.8,54.6,0,59,186,0,75,1507,3,0,996.3
173,Patrick Patterson,HOU,PF,64,490,286,53,36,27,44,70.2,0,40,225,0,49,1482,1,0,989.7
174,Ben Gordon,DET,SG,53,665,127,129,11,34,43.9,85.9,42.2,122,174,65,117,1432,0,0,983.9
175,Kevin Martin,HOU,SG,42,692,111,111,3,28,40.8,88.6,34.5,164,144,80,72,1291,0,0,981.7
176,Al-Farouq Aminu,NO,PF,67,405,312,68,35,60,41.1,74.6,27.1,88,139,13,92,1495,2,0,979.4
177,Ekpe Udoh,MIL,C,63,352,261,58,102,40,43.1,73.3,0,88,132,0,58,1325,0,0,978.2
178,Jeremy Lin,NY,PG,37,518,108,217,9,55,45,79.8,32,146,150,24,126,948,7,0,975.1
179,Chase Budinger,HOU,SF,60,575,224,77,7,30,44.3,78.4,40.4,58,122,91,61,1343,1,0,972.3
180,Kevin Seraphin,WAS,C,59,459,285,34,76,19,52.7,67.1,0,51,204,0,70,1207,5,0,972
181,George Hill,IND,PG,52,488,152,148,17,42,43.5,76.7,36,92,117,54,54,1315,0,0,956.4
182,Grant Hill,PHO,PF,50,504,173,109,29,43,44.2,76.4,25,84,189,14,66,1403,0,0,953.1
183,Kyle Korver,CHI,SG,67,533,166,117,15,36,43.1,83.3,43.2,55,62,118,57,1509,0,0,952.7
184,Andrea Bargnani,TOR,C,33,639,185,64,17,18,42.7,86.7,29.5,163,184,36,75,1095,2,0,952
185,C.J. Watson,CHI,PG,51,491,110,205,8,46,37.3,80.8,39.9,84,97,71,100,1197,1,0,938.5
186,Spencer Hawes,PHI,PF,39,371,292,98,48,16,49.4,71.2,25,42,160,3,60,960,8,0,936.4
187,Jodie Meeks,PHI,SG,68,575,168,56,3,41,40.9,89.9,36.1,80,99,99,32,1702,0,0,916.6
188,J.J. Barea,MIN,PG,42,477,117,238,0,21,40.2,78,37.7,78,117,55,106,1058,7,1,910.4
189,Omri Casspi,CLE,SF,66,477,233,67,22,37,41.1,67.3,32,74,119,55,66,1371,0,0,909.1
190,Michael Beasley,MIN,SF,49,574,215,48,21,19,44.3,66.4,37.9,71,193,39,82,1144,4,0,902
191,Gustavo Ayon,NO,PF,54,319,265,74,46,53,53.6,61.9,0,39,140,0,46,1088,2,0,900
192,Shelden Williams,BKN,PF,60,276,366,38,39,48,47.8,73.1,0,76,100,0,69,1322,3,0,877.2
193,Stephen Jackson,SA,SF,48,468,165,119,14,54,37.3,81.9,29,95,110,51,106,1226,0,0,874.5
194,Gary Neal,SA,PG,56,557,118,117,2,27,43.6,78.1,41.9,50,129,83,60,1205,0,0,872.1
195,C.J. Miles,UTA,SF,58,534,126,71,18,47,38.4,80.6,31,116,137,48,56,1190,0,0,865.7
196,Matt Bonner,SA,C,66,441,219,61,21,16,44,80,42.1,20,50,107,15,1345,1,0,854.3
197,Ian Mahinmi,DAL,C,63,367,303,14,33,41,53.1,64.2,0,97,135,0,52,1186,0,0,847.6
198,Manu Ginobili,SA,SG,36,461,121,155,12,26,51.1,87.2,40,95,105,52,69,837,0,0,845.7
199,Chris Singleton,WAS,SF,68,311,240,49,31,73,36.6,65.2,34.4,30,73,45,38,1479,0,0,842.5
200,Beno Udrih,MIL,PG,61,361,106,233,2,38,43.4,69.6,29,39,134,18,79,1122,0,0,838.7
201,Carl Landry,NO,PF,42,519,221,38,12,14,50.1,80.1,0,149,185,0,65,1023,6,0,828.2
202,Wesley Johnson,MIN,SF,67,403,187,61,48,37,39.7,71.1,31.6,27,107,54,62,1509,0,0,826.9
203,Nick Collison,OKC,PF,65,292,284,84,30,34,59.4,71.9,0,46,123,0,62,1348,1,0,824.8
204,Brendan Haywood,DAL,C,56,285,331,20,55,25,51.5,45.5,0,45,120,0,48,1189,2,0,824.2
204,Delonte West,DAL,PG,45,426,101,144,11,59,45.5,89,35.1,65,140,27,79,1083,0,0,824.2
206,Omer Asik,CHI,C,68,211,358,33,68,30,51.2,45.6,0,47,82,0,69,1000,0,0,817.1
207,Dominic McGuire,GS,PF,66,232,254,113,36,44,44.4,74.1,0,40,96,0,57,1155,0,0,809.3
208,Derek Fisher,OKC,PG,64,357,125,178,4,51,37,85.3,31.8,58,97,35,77,1531,0,0,807
209,Dante Cunningham,MEM,SF,64,333,246,37,34,42,51.6,65.2,0,45,144,0,29,1124,1,0,806.7
210,Avery Bradley,BOS,SG,66,493,115,87,12,46,48.4,81,41.1,68,178,23,76,1406,0,0,801.5
211,J.R. Smith,NY,SG,35,436,136,84,6,54,40.7,70.9,34.7,39,98,67,46,967,0,0,799.2
212,Stephen Curry,GS,PG,28,412,96,149,9,45,49.1,81.1,44.9,43,99,57,66,778,3,0,792.7
213,DJ White,CHA,PF,60,405,217,50,28,18,49.4,69.7,100,46,178,1,44,1134,0,0,788.4
214,Jason Smith,NO,PF,41,408,199,34,42,22,51.9,70.2,11.1,33,186,1,40,966,4,0,785.8
215,Anderson Varejao,CLE,C,27,290,301,45,19,39,52.1,65.7,0,46,122,0,49,831,14,0,785.7
216,Anthony Parker,CLE,SF,53,386,145,124,8,38,43.8,61.7,37.7,37,92,55,53,1326,0,0,785
217,Robin Lopez,PHO,C,66,362,220,23,63,20,45.9,69.9,0,102,130,0,43,944,0,0,783.5
218,Shane Battier,MIA,SF,65,311,156,82,33,64,38.7,62.2,33.9,23,51,62,37,1498,0,0,778.2
219,Ivan Johnson,ATL,PF,58,375,241,33,18,47,51.4,72.3,33.3,73,148,2,70,972,3,0,773.7
220,Linas Kleiza,TOR,SF,49,473,199,46,4,23,40.2,81,34.6,81,103,62,64,1057,1,0,770.8
221,Norris Cole,MIA,PG,67,460,91,142,2,45,39.4,78,28,71,160,23,110,1303,0,0,766.2
222,Lamar Odom,DAL,PF,52,354,218,84,19,20,35.4,58.8,26.7,60,99,32,55,1073,0,0,764.6
223,Luc Richard Mbah a Moute,MIL,PF,45,349,232,30,24,43,51.1,62.6,40,67,138,2,42,1038,3,0,764.4
224,Jimmer Fredette,SAC,PG,63,495,80,116,3,31,39.3,80.4,37.3,45,99,84,70,1201,0,0,763
225,Tyrus Thomas,CHA,PF,55,310,209,36,62,36,36.1,75.9,33.3,63,122,1,53,1039,1,0,757.8
226,Joel Anthony,MIA,PF,66,227,251,9,84,40,56.1,68.8,0,53,87,0,47,1377,0,0,742.7
227,Sebastian Telfair,PHO,PG,62,380,93,143,12,42,41,78.9,31.2,56,111,34,73,916,0,0,741.1
228,Kosta Koufos,DEN,C,50,282,274,17,43,25,59.2,61.3,0,38,122,0,36,832,4,0,736.3
229,Brandan Wright,DAL,PF,50,352,178,13,63,22,62.5,63.4,0,52,150,0,22,807,0,0,733.1
230,Jan Vesely,WAS,PF,58,274,252,47,32,41,53.3,53.1,0,34,120,0,61,1099,2,0,731.9
231,Nikola Vucevic,PHI,C,53,288,250,36,35,21,44.3,52.9,44.4,18,129,4,35,845,2,0,719
232,Zach Randolph,MEM,PF,30,347,236,52,4,22,46.9,65.2,33.3,60,139,3,42,783,8,0,718.2
