RK,NAME,TEAM,POS,GMS,PTS,REB,AST,BLK,STL,FGP,FTP,3PP,FTM,2PM,3PM,TO,MIN,DD2,TD3,FPTS
31,Zach LaVine,CHI,SG,67,1635,308,303,23,41,47.6,85.3,38.9,320,380,185,171,2325,0,0,2416.1
32,Terry Rozier,CHA,PG,73,1408,315,326,25,93,44.4,85.2,37.4,150,296,222,96,2457,3,1,2415
33,Jaylen Brown,BOS,SG,66,1559,404,231,18,70,47.3,75.8,35.8,241,410,166,178,2219,11,2,2388.3
34,Christian Wood,HOU,PF,68,1218,686,155,65,54,50.1,62.3,39,207,309,131,126,2091,33,0,2385.7
35,Jrue Holiday,MIL,PG,67,1225,301,457,29,108,50.1,76.1,41.1,137,346,132,183,2207,12,0,2362.7
36,Scottie Barnes,TOR,SF,74,1134,557,256,55,80,49.2,73.5,30.1,158,401,58,136,2617,13,0,2320.4
37,Jaren Jackson Jr.,MEM,PF,78,1272,454,86,177,73,41.5,82.3,31.9,284,302,128,130,2126,7,0,2315.8
38,Tobias Harris,PHI,SF,73,1257,496,251,43,48,48.2,84.2,36.7,170,392,101,116,2543,9,1,2294.7
39,Khris Middleton,MIL,SF,66,1325,356,358,18,76,44.3,89,37.3,259,290,162,190,2141,4,0,2287.2
40,Saddiq Bey,DET,SF,82,1321,441,233,16,73,39.6,82.7,34.6,210,239,211,96,2703,6,0,2281.7
41,Shai Gilgeous-Alexander,OKC,SG,56,1371,278,331,46,71,45.3,81,30,328,388,89,154,1942,6,1,2281.1
42,Clint Capela,ATL,C,74,820,877,92,93,55,61.3,47.3,0,80,370,0,44,2039,35,0,2262.4
43,Jalen Brunson,DAL,PG,79,1285,309,377,3,66,50.2,84,37.3,179,412,94,124,2524,7,0,2235.3
44,Desmond Bane,MEM,SG,76,1384,334,208,29,92,46.1,90.3,43.6,140,280,228,111,2266,0,0,2227.8
45,C.J. McCollum,NO,SG,62,1370,269,315,22,70,46,68.2,38.8,116,354,182,127,2142,3,0,2222.3
46,Jimmy Butler,MIA,SF,57,1219,336,312,27,94,48,87,23.3,396,371,27,121,1931,12,4,2211.2
47,Evan Mobley,CLE,C,69,1034,570,174,115,56,50.8,66.3,25,167,399,23,132,2330,21,0,2189
48,Kyle Kuzma,WAS,PF,66,1130,561,233,57,42,45.2,71.2,34.1,156,295,128,169,2202,24,1,2181.7
49,Jakob Poeltl,SA,C,68,915,634,189,118,45,61.8,49.5,100,94,409,1,109,1969,28,0,2176.3
50,RJ Barrett,NY,SG,70,1402,408,208,16,43,40.8,71.4,34.2,290,349,138,151,2415,4,0,2170.6
51,Tyrese Maxey,PHI,PG,75,1311,240,321,32,55,48.5,86.6,42.7,213,351,132,88,2650,1,0,2166.5
52,De'Aaron Fox,SAC,PG,59,1367,231,330,25,68,47.3,75,29.7,261,442,74,168,2081,5,0,2157.2
53,Jordan Poole,GS,PG,76,1405,260,305,23,60,44.8,92.5,36.4,246,263,211,187,2283,2,0,2153.5
54,Bam Adebayo,MIA,C,56,1068,564,190,44,80,55.6,75.3,0,256,406,0,148,1825,27,0,2129.8
55,D'Angelo Russell,MIN,PG,65,1176,216,460,22,62,41.1,82.5,34,198,225,176,165,2075,12,0,2128.2
56,Keldon Johnson,SA,SF,75,1278,457,158,14,58,46.6,75.6,39.8,177,312,159,92,2391,6,0,2115.4
57,Reggie Jackson,LAC,PG,75,1263,271,359,15,55,39.2,84.7,32.6,138,312,167,173,2336,5,0,2093.7
58,Bobby Portis,MIL,PF,72,1052,657,86,51,53,47.9,75.2,39.3,85,284,133,90,2028,24,0,2087.4
59,Tyler Herro,MIA,SG,66,1367,329,263,8,44,44.7,86.8,39.9,190,326,175,174,2151,3,0,2086.3
60,Cade Cunningham,DET,SG,64,1114,354,356,43,78,41.6,84.5,31.4,142,315,114,234,2086,10,2,2080.8
61,Harrison Barnes,SAC,SF,77,1265,432,186,14,53,46.9,82.6,39.4,341,249,142,118,2584,5,0,2078.4
62,Buddy Hield,IND,SG,81,1265,353,229,25,72,40.6,87.4,36.6,111,184,262,153,2497,1,0,2073.1
63,Brandon Ingram,NO,SF,55,1246,320,307,26,34,46.1,82.6,32.7,266,379,74,151,1868,7,0,2059.5
64,Franz Wagner,ORL,SF,79,1197,356,231,34,68,46.8,86.3,35.4,189,360,96,119,2425,2,0,2055.7
65,Mikal Bridges,PHO,SF,82,1162,347,185,36,96,53.4,83.4,36.9,131,343,115,68,2854,0,0,2051.9
66,Andrew Wiggins,GS,SF,73,1256,324,161,51,76,46.6,63.4,39.3,149,318,157,111,2329,1,0,2029.3
67,Wendell Carter Jr.,ORL,C,62,931,648,171,43,36,52.5,69.1,32.7,143,289,70,117,1847,33,0,2006.1
68,Cole Anthony,ORL,PG,65,1062,348,369,17,46,39.1,85.4,33.8,216,225,132,170,2055,9,0,1989.1
69,Derrick White,BOS,PG,75,992,261,366,58,64,42.1,86.4,31.2,203,222,115,119,2198,2,0,1979.2
70,Aaron Gordon,DEN,PF,75,1126,439,188,44,44,52,74.3,33.5,171,347,87,133,2374,6,0,1977.8
71,Steven Adams,MEM,C,76,528,760,256,60,65,54.7,54.3,0,108,210,0,115,1998,14,0,1959
72,Mike Conley,UTA,PG,72,986,217,385,21,96,43.5,79.6,40.8,129,175,169,123,2057,2,0,1934.9
73,Gary Trent Jr.,TOR,SG,70,1283,190,141,18,123,41.4,85.3,38.3,174,241,209,71,2445,0,0,1933.5
74,Marcus Smart,BOS,PG,71,861,269,416,18,119,41.8,79.3,33.1,142,181,119,160,2295,2,0,1921.8
75,Jordan Clarkson,UTA,SG,79,1266,273,194,16,66,41.9,82.8,31.8,144,276,190,129,2141,1,0,1919.6
76,Will Barton,DEN,SG,71,1043,340,276,31,55,43.8,80.3,36.5,102,235,157,127,2277,1,0,1910
77,Alec Burks,NY,SG,81,944,397,239,26,85,39.1,82.2,40.4,217,128,157,91,2316,2,0,1909.9
78,Jarrett Allen,CLE,C,56,904,602,92,75,44,67.7,70.8,10,165,368,1,94,1809,32,0,1908.4
79,Deandre Ayton,PHO,C,58,997,593,84,40,40,63.4,74.6,36.8,106,435,7,91,1711,30,0,1903.6
80,Al Horford,BOS,PF,69,701,530,232,92,49,46.7,84.2,33.6,80,177,89,65,2004,15,0,1902
81,Kyle Lowry,MIA,PG,63,844,282,474,17,67,44,85.1,37.7,148,132,144,168,2131,16,2,1893.4
82,Kevin Love,CLE,PF,74,1007,536,160,18,26,43,83.8,39.2,166,140,187,98,1665,15,0,1880.2
83,Jusuf Nurkic,POR,C,56,842,619,157,34,62,53.5,69,26.8,185,306,15,143,1576,30,0,1869.3
84,Kristaps Porzingis,WAS,PF,51,1030,411,119,84,37,45.9,86.7,31,248,274,78,81,1480,15,0,1862.7
85,Ivica Zubac,LAC,C,76,785,644,120,77,36,62.6,72.7,0,165,310,0,114,1851,25,0,1849.8
86,Jae'Sean Tate,HOU,SF,78,919,420,222,41,72,49.8,70.7,31.2,130,300,63,139,2054,7,0,1843
87,Kevin Porter Jr.,HOU,PG,61,949,267,376,22,69,41.5,64.2,37.5,124,180,155,192,1906,10,1,1823.4
88,Robert Williams III,BOS,C,61,607,588,121,134,56,73.6,72.2,0,65,271,0,63,1802,25,1,1811.1
89,Mo Bamba,ORL,C,71,756,572,85,118,38,48,78.1,38.1,57,189,107,77,1822,20,0,1804.9
90,Spencer Dinwiddie,DAL,PG,67,919,279,346,13,44,41.6,77.4,33.9,195,194,112,104,1979,7,1,1782.8
91,Anthony Davis,LAL,PF,40,927,394,122,90,49,53.2,71.3,18.6,174,357,13,82,1402,19,0,1778.8
92,Monte Morris,DEN,PG,75,945,226,333,14,55,48.4,86.9,39.5,73,250,124,78,2236,0,0,1775.7
93,Kelly Oubre Jr.,CHA,SF,76,1137,302,84,31,77,44,66.7,34.5,126,219,191,67,1994,1,0,1774.4
94,Andre Drummond,BKN,C,73,580,681,131,69,78,57,52.4,0,86,247,0,115,1434,18,0,1772.7
95,Terance Mann,LAC,SG,81,872,425,209,21,55,48.4,78,36.5,128,258,76,84,2316,6,0,1763.5
96,Malik Monk,LAL,SG,76,1048,256,218,29,61,47.3,79.5,39.1,93,218,173,122,2138,1,0,1740.2
97,Montrezl Harrell,CHA,PF,71,932,431,145,43,29,64.5,71.6,23.5,212,354,4,72,1637,7,0,1738.7
98,Bojan Bogdanovic,UTA,SF,69,1248,296,120,1,34,45.5,85.8,38.7,223,241,181,118,2130,3,0,1735.2
99,Mitchell Robinson,NY,C,72,610,618,38,133,58,76.1,48.6,0,88,261,0,60,1847,20,0,1730.6
100,Dorian Finney-Smith,DAL,SF,80,880,375,150,39,88,47.1,67.5,39.5,56,154,172,80,2643,1,0,1729
101,Evan Fournier,NY,SF,80,1125,209,171,20,79,41.7,70.8,38.9,80,161,241,105,2354,0,0,1725.3
102,Jalen Green,HOU,SG,67,1157,226,176,18,44,42.6,79.7,34.3,188,249,157,135,2135,0,0,1681.2
103,Kentavious Caldwell-Pope,WAS,SG,77,1018,261,145,26,83,43.5,89,39,137,202,159,97,2328,2,0,1669.7
104,Josh Giddey,OKC,PG,54,674,421,345,20,51,41.9,70.9,26.3,56,225,56,171,1698,16,4,1667.7
105,Caris LeVert,CLE,SG,58,986,214,248,23,51,44.4,75.6,32,146,297,82,108,1780,1,0,1654.8
106,De'Anthony Melton,MEM,PG,73,791,328,194,39,104,40.4,75,37.4,90,142,139,112,1656,2,0,1649.6
107,Devonte' Graham,NO,PG,76,902,177,316,12,71,36.3,84.3,34,118,104,192,105,2159,0,0,1649.4
108,John Collins,ATL,PF,54,876,422,98,56,33,52.6,79.3,36.4,134,275,64,60,1662,16,0,1647.4
109,Josh Hart,POR,SG,54,807,388,224,13,61,50.4,75.8,34.3,160,214,73,114,1789,12,0,1642.6
110,Bogdan Bogdanovic,ATL,SG,63,950,250,194,14,68,43.1,84.3,36.8,97,173,169,70,1848,0,0,1635
111,Herbert Jones,NO,SF,78,742,296,167,60,130,47.6,84,33.7,137,217,57,100,2334,1,0,1627.7
112,Mason Plumlee,CHA,C,73,477,565,226,52,61,64.1,39.2,0,67,205,0,100,1789,7,0,1620
113,Devin Vassell,SA,SG,71,872,306,136,41,76,42.7,83.8,36.1,83,189,137,58,1936,1,0,1619.2
114,Jarred Vanderbilt,MIN,PF,74,512,624,94,46,99,58.7,65.6,14.3,86,210,2,73,1881,8,0,1618.8
115,Immanuel Quickley,NY,PG,78,882,247,275,3,54,39.2,88.1,34.6,177,147,137,99,1799,4,2,1605.9
116,Kevon Looney,GS,PF,82,491,596,165,52,50,57.1,60,0,75,208,0,67,1732,5,0,1590.7
117,Chris Boucher,TOR,PF,80,754,494,25,75,49,46.4,77.7,29.7,150,200,68,43,1691,10,0,1589.3
118,Darius Bazley,OKC,PF,69,745,436,97,70,58,42.2,68.8,29.7,117,194,80,90,1921,7,0,1579.7
119,Davion Mitchell,SAC,PG,75,861,166,313,24,55,41.8,65.9,31.6,56,251,101,114,2073,3,0,1573.7
120,Kevin Huerter,ATL,SG,74,892,254,203,26,55,45.4,80.8,38.9,42,185,160,91,2187,1,0,1572.3
121,Seth Curry,BKN,SG,64,960,200,230,14,53,48.7,87.2,42.2,82,202,158,109,2133,1,0,1570
122,Isaiah Stewart,DET,C,71,589,617,82,78,22,51,71.8,32.6,74,235,15,85,1812,12,0,1567.4
123,Deni Avdija,WAS,SF,82,685,425,167,44,59,43.2,75.7,31.7,103,168,82,87,1984,3,0,1564.5
124,Alperen Sengün,HOU,C,72,692,393,185,68,59,47.4,71.1,24.8,165,220,29,145,1488,8,0,1550.1
125,Dennis Schroder,HOU,PG,64,867,214,296,8,53,43.1,85.3,34.4,157,226,86,143,1835,1,0,1546.8
126,Lauri Markkanen,CLE,PF,61,900,345,81,30,46,44.5,86.8,35.8,138,177,136,54,1877,3,0,1533.5
127,Robert Covington,LAC,SF,71,604,391,92,91,103,42,84.1,37.8,58,81,128,75,1938,1,0,1524.2
128,Bradley Beal,WAS,SG,40,928,189,265,15,36,45.1,83.3,30,169,285,63,135,1437,4,0,1519.3
129,Carmelo Anthony,LAL,PF,69,919,288,68,52,47,44.1,83,37.5,132,170,149,59,1793,1,0,1505.6
130,Bruce Brown,BKN,SG,72,647,345,148,52,77,50.6,75.8,40.4,97,218,38,56,1773,1,0,1485
131,Malik Beasley,MIN,SG,79,953,227,116,12,43,39.1,81.7,37.7,49,92,240,43,1973,0,0,1466.4
132,Daniel Gafford,WAS,PF,72,677,407,68,99,30,69.5,69.9,0,107,285,0,65,1443,8,0,1460.4
133,Anfernee Simons,POR,SG,57,988,151,221,6,30,44.3,88.8,40.5,103,174,179,115,1679,2,0,1457.7
134,Royce O'Neale,UTA,SF,77,570,368,191,32,86,45.7,80.4,38.9,45,84,119,79,2404,3,0,1455.1
135,P.J. Washington,CHA,PF,65,668,337,147,61,57,47,71.6,36.5,58,140,110,82,1764,3,0,1446.9
136,Patty Mills,BKN,PG,81,923,155,183,17,51,40.8,81.4,40,48,97,227,73,2346,0,0,1446.5
137,JaVale McGee,PHO,C,74,680,496,42,81,22,62.9,69.9,22.2,102,286,2,98,1172,10,0,1446.2
138,OG Anunoby,TOR,SF,48,822,264,125,25,71,44.3,75.4,36.3,89,194,115,80,1727,3,0,1438.3
139,Jae Crowder,PHO,PF,67,632,354,124,30,95,39.9,78.9,34.8,71,90,127,55,1885,1,0,1437.8
140,Dwight Powell,DAL,PF,82,717,404,97,39,37,67.1,78.3,35.1,166,256,13,64,1798,2,0,1435.3
141,Precious Achiuwa,TOR,PF,73,664,473,82,41,37,43.9,59.5,35.9,78,209,56,84,1725,6,0,1426.6
142,Trey Lyles,SAC,PF,75,786,379,88,32,29,46.6,80.2,32.1,195,195,67,73,1534,3,0,1421.8
143,Chuma Okeke,ORL,PF,70,605,347,118,42,97,37.6,84.6,31.8,55,98,118,57,1747,3,0,1419.4
144,Tyus Jones,MEM,PG,73,632,176,324,2,66,45.1,81.8,39,54,169,80,46,1548,2,0,1419.2
145,Kyle Anderson,MEM,SF,69,521,368,183,46,77,44.6,63.8,33,67,173,36,71,1483,2,0,1412.1
146,Jerami Grant,DET,SF,47,904,191,111,49,44,42.6,83.8,35.8,217,207,91,85,1497,1,0,1400.7
147,Cameron Johnson,PHO,PF,66,822,273,99,16,57,46,86,42.5,98,113,166,47,1728,0,0,1397.1
148,Ayo Dosunmu,CHI,SG,77,679,214,256,29,61,52,67.9,37.6,53,208,70,108,2108,4,0,1391.8
149,Patrick Beverley,MIN,PG,58,533,240,268,52,67,40.6,72.2,34.3,96,94,83,73,1474,2,0,1388
150,Brandon Clarke,MEM,PF,64,666,342,86,68,39,64.4,65.4,22.7,85,283,5,34,1243,4,0,1385.4
151,Isaiah Hartenstein,LAC,PF,68,563,331,160,77,51,62.6,68.9,46.7,91,215,14,84,1215,2,0,1372.2
152,Gordon Hayward,CHA,SF,49,778,224,177,22,47,45.9,84.6,39.1,126,197,86,81,1562,1,0,1369.3
153,Luke Kennard,LAC,SG,70,833,230,146,6,42,44.9,89.6,44.9,69,97,190,60,1919,1,0,1364
154,Hassan Whiteside,UTA,C,65,534,494,26,103,22,65.2,62.3,0,104,215,0,53,1162,14,0,1362.8
155,Duncan Robinson,MIA,SF,79,863,203,129,14,42,39.9,83.6,37.2,51,58,232,60,2041,0,0,1352.1
156,Lonnie Walker IV,SA,SG,70,849,181,152,19,44,40.7,78.4,31.4,116,200,111,71,1610,0,0,1349.2
157,Danilo Gallinari,ATL,SF,66,771,308,101,12,28,43.4,90.4,38.1,141,147,112,38,1672,2,0,1334.1
158,Cody Martin,CHA,SF,71,544,285,179,32,88,48.2,70.1,38.4,75,143,61,61,1866,0,0,1333.5
159,Draymond Green,GS,PF,46,346,336,320,50,62,52.5,65.9,29.6,60,119,16,139,1328,4,1,1314.2
160,Marcus Morris Sr.,LAC,PF,54,830,239,113,18,28,43.4,87.2,36.7,129,199,101,69,1564,2,0,1309.3
161,Paul George,LAC,SF,31,754,213,176,13,67,42.1,85.8,35.4,127,177,91,126,1077,7,0,1307.6
162,P.J. Tucker,MIA,SF,71,539,387,149,15,58,48.4,73.8,41.5,45,127,80,66,1978,5,0,1306.9
163,Luguentz Dort,OKC,SF,51,877,212,88,18,46,40.4,84.3,33.2,161,163,130,88,1665,0,0,1303.4
164,Kenyon Martin Jr.,HOU,SF,79,696,297,101,40,34,53.3,63.4,35.7,78,219,60,60,1656,2,0,1291.9
165,Justin Holiday,SAC,SG,74,749,190,128,33,57,39.4,80.6,36.7,50,84,177,70,2055,0,0,1279
166,Cameron Payne,PHO,PG,58,626,175,282,17,40,40.9,84.3,33.6,75,169,71,103,1273,3,0,1270
167,Coby White,CHI,PG,61,772,182,176,11,29,43.3,85.7,38.5,78,143,136,70,1674,1,0,1264.4
168,Jaden McDaniels,MIN,PF,70,647,293,79,54,52,46,80.3,31.7,57,175,80,75,1802,0,0,1254.1
169,Bones Hyland,DEN,PG,69,698,188,191,20,41,40.3,85.6,36.6,107,99,131,86,1309,1,0,1246.1
170,Otto Porter Jr.,GS,SF,63,515,362,94,29,67,46.4,80.3,37,49,113,80,37,1395,5,0,1245.4
171,Naz Reid,MIN,C,77,637,301,71,71,40,48.9,76.5,34.3,114,176,57,82,1213,4,0,1244.7
172,Oshae Brissett,IND,PF,67,613,358,72,29,44,41.1,69.5,35,114,125,83,54,1564,5,0,1242.6
173,Kyrie Irving,BKN,PG,29,796,127,167,17,41,46.9,91.5,41.8,118,189,100,73,1089,2,0,1241.9
174,Malcolm Brogdon,IND,PG,36,687,185,212,14,30,44.8,85.6,31.2,143,185,58,77,1204,6,1,1238
175,Killian Hayes,DET,PG,66,453,210,277,35,78,38.3,77,26.3,57,132,44,111,1644,2,0,1235.5
176,Grayson Allen,MIL,SG,66,733,222,100,18,46,44.8,86.5,40.9,64,96,159,43,1804,0,0,1234.4
177,Jeff Green,DEN,SF,75,772,231,96,27,28,52.4,83.3,31.5,165,224,53,71,1848,1,0,1232.2
178,Norman Powell,LAC,SF,45,853,145,96,21,41,46.1,81.1,41.9,189,173,106,69,1456,0,0,1226
179,Jaxson Hayes,NO,PF,70,654,315,43,55,33,61.6,76.6,35.1,144,225,20,54,1397,4,0,1218.5
180,Pat Connaughton,MIL,SG,65,645,273,82,15,59,45.8,83.3,39.5,45,81,146,35,1690,0,0,1208.6
181,Chris Duarte,IND,SG,55,720,226,114,10,56,43.2,80.4,36.9,90,174,94,90,1539,0,0,1204.2
182,Myles Turner,IND,C,42,540,297,44,118,28,50.9,75.2,33.3,79,139,61,54,1232,9,0,1200.4
183,Hamidou Diallo,DET,SG,58,636,277,73,17,71,49.6,65,24.7,91,238,23,58,1268,5,0,1195.9
184,Nickeil Alexander-Walker,UTA,PG,65,692,186,156,23,46,37.2,74.3,31.1,81,148,105,93,1464,2,0,1194.2
185,Drew Eubanks,POR,C,71,546,382,85,40,31,59.6,76.2,21.7,99,216,5,81,1242,7,0,1192.9
186,Grant Williams,BOS,PF,77,602,274,79,57,38,47.5,90.5,41.1,86,99,106,62,1873,1,0,1177.3
187,Josh Richardson,SA,SF,65,666,185,115,29,56,43.8,88.9,41.5,96,132,102,66,1599,0,0,1164.5
188,Talen Horton-Tucker,LAL,SG,60,597,193,159,29,59,41.6,80,26.9,100,175,49,82,1510,1,0,1161.1
189,Eric Bledsoe,POR,PG,54,534,182,225,19,69,42.1,76.1,31.3,89,146,51,116,1360,2,0,1149.9
190,Obi Toppin,NY,PF,72,648,268,77,33,25,53.1,75.8,30.8,94,199,52,56,1227,3,0,1145.1
191,Cedi Osman,CLE,SF,66,709,147,135,10,52,43.1,66.4,35.7,87,119,128,67,1461,0,0,1144.9
192,Max Strus,MIA,SF,68,721,202,92,16,29,44.1,79.2,41,42,68,181,57,1586,0,0,1134.4
193,Chimezie Metu,SAC,C,60,534,335,60,32,51,45.2,77.2,30.6,71,146,57,61,1276,6,0,1131
194,Damian Lillard,POR,PG,29,695,120,212,11,17,40.2,87.8,32.4,159,130,92,83,1053,8,0,1130
195,Georges Niang,PHI,SF,76,700,203,102,13,30,43.7,88.1,40.3,52,90,156,59,1736,0,0,1123.6
196,Torrey Craig,PHO,SF,78,516,310,91,36,46,45.4,75,32.9,39,123,77,67,1593,3,0,1121.5
197,Cory Joseph,DET,PG,65,521,174,237,17,42,44.5,88.5,41.4,100,113,65,85,1598,0,0,1118.3
198,Eric Gordon,HOU,SG,57,765,113,154,18,28,47.5,77.8,41.2,105,144,124,107,1669,0,0,1116.6
199,Nicolas Batum,LAC,PF,59,491,254,100,42,59,46.3,65.8,40,25,71,108,40,1462,0,0,1107.8
200,Isaac Okoro,CLE,SF,67,588,201,121,22,55,48,76.8,35,119,152,55,58,1980,0,0,1106.7
201,Gabe Vincent,MIA,PG,68,591,126,210,12,61,41.7,81.5,36.8,44,95,119,98,1588,0,0,1105.2
202,Amir Coffey,LAC,PF,69,619,197,124,15,38,45.3,86.3,37.8,101,115,96,45,1567,1,0,1102.4
203,Aleksej Pokuševski,OKC,PF,62,464,318,131,38,39,40.8,70,28.9,35,129,57,94,1232,5,1,1102.1
204,Jalen Suggs,ORL,PG,48,564,171,209,19,59,36.1,77.3,21.4,126,156,42,143,1306,2,0,1095.7
205,Garrison Mathews,HOU,SG,65,650,190,64,24,57,39.9,79.4,36,143,45,139,41,1711,0,0,1095
206,Gary Payton II,GS,PG,71,502,247,63,22,96,61.6,60.3,35.8,35,169,43,40,1247,1,0,1088.9
207,Josh Christopher,HOU,SG,74,587,186,150,13,65,44.8,73.5,29.6,83,168,56,114,1331,0,0,1077.2
208,Corey Kispert,WAS,SF,77,634,209,85,22,35,45.5,87.1,35,54,122,112,50,1801,0,0,1076.3
209,Nemanja Bjelica,GS,PF,71,433,295,159,26,42,46.8,72.8,36.2,59,106,54,87,1142,3,0,1074.5
210,De'Andre Hunter,ATL,SF,53,709,176,68,21,36,44.2,76.5,37.9,127,180,74,69,1574,2,0,1067.2
211,Delon Wright,ATL,PG,77,342,220,188,19,93,45.4,85.7,37.9,54,78,44,45,1452,0,0,1067
212,Reggie Bullock,DAL,SF,68,583,241,83,14,41,40.1,83.3,36,40,60,141,40,1901,0,0,1066.7
213,Gary Harris,ORL,SG,61,679,122,108,9,59,43.4,87.4,38.4,83,124,116,61,1729,0,0,1062.4
214,Maxi Kleber,DAL,PF,59,411,350,68,58,30,39.8,70.8,32.5,46,58,83,47,1449,2,0,1062
215,Jonathan Kuminga,GS,SF,70,652,234,64,22,31,51.3,68.4,33.6,130,186,50,74,1184,2,0,1060.8
216,Lonzo Ball,CHI,PG,35,455,190,178,31,64,42.3,75,42.3,21,52,110,82,1212,3,1,1058
217,LaMarcus Aldridge,BKN,PF,47,607,258,42,47,14,55,87.3,30.4,89,238,14,44,1050,2,0,1057.6
218,Javonte Green,CHI,PF,65,468,276,60,32,65,54.2,83.3,35.6,80,140,36,31,1519,0,0,1052.2
219,Raul Neto,WAS,PG,70,526,134,217,3,55,46.3,76.9,29.2,83,169,35,79,1371,0,0,1049.3
220,Caleb Martin,MIA,SF,60,551,230,64,30,58,50.7,76.3,41.3,71,144,64,52,1372,1,0,1047
221,Marvin Bagley III,DET,PF,48,540,338,36,18,22,50.4,66.3,23.7,67,202,23,39,1145,7,0,1040.6
222,Dewayne Dedmon,MIA,C,67,422,386,47,42,24,56.6,75,40.4,75,145,19,70,1065,3,0,1017.7
223,Tre Mann,OKC,PG,60,625,171,91,12,47,39.3,79.3,36,65,133,98,71,1365,0,0,1013.7
224,John Konchar,MEM,SG,72,349,329,109,22,45,51.5,55.1,41.3,27,83,52,29,1290,3,1,1012.3
225,Ish Smith,WAS,PG,65,410,140,244,23,47,43,62.5,37.3,15,160,25,78,1125,1,0,1006
226,Matisse Thybulle,PHI,SG,66,379,151,75,71,115,50,79.1,31.2,34,105,45,39,1685,0,0,1005.7
227,Terrence Ross,ORL,SG,64,629,161,116,12,28,39.7,86.2,29.2,112,143,77,75,1446,0,0,1001.2
