RK,NAME,TEAM,POS,GMS,PTS,REB,AST,BLK,STL,FGP,FTP,3PP,FTM,2PM,3PM,TO,MIN,DD2,TD3,FPTS
27,Manu Ginobili,SA,SG,55,1036,215,275,21,95,43,87.2,35.7,285,200,117,129,1734,0,0,1809.5
28,Danny Granger,IND,SF,55,1143,309,152,46,61,43.2,83.6,38.1,245,278,114,150,1989,5,0,1805.8
29,Kevin Martin,HOU,SG,58,1355,184,141,12,58,44.2,88.7,40.7,446,258,131,128,1820,0,0,1799.3
30,Lamar Odom,LAL,PF,57,837,525,165,49,35,55.4,67.4,39.8,126,291,43,102,1873,22,0,1780.5
31,Rudy Gay,MEM,SF,52,1029,315,146,56,85,47.3,80.1,39.7,181,340,56,129,2066,2,0,1779
32,Paul Pierce,BOS,SF,55,1067,275,176,33,58,50.5,85,40.2,249,289,80,105,1900,4,1,1738
33,Brook Lopez,BKN,C,57,1105,335,80,83,36,47.4,79.7,0,279,413,0,129,1958,3,0,1736
34,Dorell Wright,GS,SF,57,939,318,176,45,79,42.8,78.1,39.4,121,202,138,103,2221,7,0,1729.6
35,Tony Parker,SA,PG,55,937,176,369,2,68,51.5,77.3,31.8,167,364,14,140,1790,8,0,1701.7
36,Elton Brand,PHI,PF,55,833,468,78,62,62,52.4,78.3,0,159,337,0,79,1892,19,0,1680.6
37,Mike Conley,MEM,PG,59,798,184,379,14,100,44.8,73.2,37.4,134,245,58,136,2097,5,0,1679.3
38,Chris Bosh,MIA,PF,52,959,426,94,38,39,49,80.6,30,237,352,6,88,1863,16,0,1677.2
39,Stephen Jackson,CHA,SF,54,1032,249,202,23,72,41.9,80.2,34.5,207,264,99,171,1975,2,1,1652.8
40,Dirk Nowitzki,DAL,PF,47,1066,322,120,30,27,52.2,86.1,41.7,242,337,50,97,1605,10,0,1649.4
41,Andrew Bogut,MIL,C,47,605,539,92,136,29,48.7,41.4,0,75,265,0,84,1680,19,0,1635.8
42,Jrue Holiday,PHI,PG,56,772,218,363,23,82,44.3,80.7,36.8,121,240,57,153,1958,11,1,1635.1
43,Luol Deng,CHI,SF,55,971,337,140,32,46,45.5,74.1,34.1,177,280,78,107,2153,6,0,1634.4
44,Stephen Curry,GS,PG,49,908,170,286,12,84,48.7,93.2,42.1,150,244,90,140,1646,4,0,1593
45,Jason Kidd,DAL,PG,56,457,269,471,19,94,36.1,88.9,35.8,40,63,97,123,1866,8,1,1589.3
46,Marc Gasol,MEM,C,58,691,405,159,95,49,51.6,75.3,50,171,257,2,116,1927,8,0,1587.5
47,Andre Miller,POR,PG,53,701,211,387,7,84,45.3,85.9,11.1,170,261,3,136,1748,9,0,1580.7
48,Rajon Rondo,BOS,PG,44,474,196,536,7,106,50.7,56.5,32.3,48,198,10,173,1652,22,2,1566.2
49,David Lee,GS,PF,48,773,452,158,18,43,49,77.8,0,147,313,0,118,1724,25,0,1556.4
50,Andrea Bargnani,TOR,C,50,1079,275,82,40,31,45.5,81.6,32.7,199,356,56,121,1785,1,0,1553
51,Devin Harris,UTA,PG,54,811,133,412,4,54,42,84.1,29.8,259,225,34,157,1710,9,0,1547.6
52,Antawn Jamison,CLE,PF,52,918,350,86,27,44,42.6,73,33.9,154,262,80,69,1684,10,0,1540
53,Michael Beasley,MIN,SF,50,998,286,108,40,34,46.1,74.1,36.9,149,363,41,129,1648,5,0,1522.2
54,Roy Hibbert,IND,C,55,717,426,116,101,18,45.1,72.7,0,133,292,0,119,1535,16,0,1521.2
55,Kevin Garnett,BOS,PF,46,688,429,114,38,71,52.1,84,0,126,281,0,71,1445,20,0,1520.8
56,Kyle Lowry,HOU,PG,56,654,218,351,18,79,41.8,72.1,35.8,129,147,77,117,1848,5,0,1519.1
57,Nene Hilario,DEN,C,53,777,386,109,46,52,62.5,75.2,25,206,284,1,91,1625,10,0,1508.7
58,D.J. Augustin,CHA,PG,56,815,158,343,3,34,43.7,90.4,36.4,179,189,86,99,1886,5,0,1494.1
59,Chauncey Billups,NY,PG,53,890,135,284,12,55,43.9,92,44,288,136,110,138,1708,1,0,1474
60,Tyreke Evans,SAC,SG,44,788,211,244,25,76,40.7,76,30.8,149,264,37,143,1654,4,0,1466.2
61,Joe Johnson,ATL,SG,46,891,189,245,5,29,44.7,80,30.8,140,278,65,92,1644,2,0,1461.3
62,DeMarcus Cousins,SAC,C,54,751,438,105,44,49,43,68,27.3,174,284,3,160,1464,14,0,1460.1
63,Ray Allen,BOS,SG,55,948,197,160,7,51,50.2,86.1,45.5,130,229,120,85,1981,0,0,1455.4
64,John Wall,WAS,PG,42,656,180,380,16,69,40.6,75.6,32.2,161,204,29,161,1569,20,1,1451
65,Wilson Chandler,DEN,SF,50,837,299,81,68,32,46.7,80,36.2,96,240,87,68,1724,5,0,1449.3
66,Eric Gordon,LAC,SG,41,988,128,186,14,50,46.8,81.8,35.9,242,253,80,108,1550,1,0,1440.6
67,Jason Terry,DAL,SG,56,901,111,245,6,67,44.4,83.4,35.4,121,264,84,108,1792,1,0,1439.7
68,Andre Iguodala,PHI,SF,44,623,262,259,23,68,45.7,68.9,33,135,187,38,82,1625,7,1,1425.9
69,Andray Blatche,WAS,PF,46,740,367,95,38,68,42.2,81.1,23.5,154,287,4,125,1610,11,0,1409.9
70,Jason Richardson,ORL,SF,56,897,243,99,7,53,44.9,79.8,38.7,99,210,126,62,1843,1,0,1395.1
71,Gerald Wallace,CHA,PF,45,695,360,105,45,56,43.3,74,30.1,205,203,28,93,1746,11,0,1393.5
72,Beno Udrih,SAC,PG,55,747,182,249,7,64,48.9,86.1,36.1,143,230,48,96,1874,3,0,1384.9
73,Andrei Kirilenko,UTA,PF,52,624,289,158,65,68,46.5,77.9,37.2,176,176,32,95,1694,4,0,1378.8
74,Tayshaun Prince,DET,SF,56,785,259,156,34,18,47.2,66.4,39.3,87,313,24,63,1853,4,0,1370.8
75,Emeka Okafor,NO,C,51,560,517,28,92,19,58.7,54.8,0,108,226,0,80,1642,18,0,1364.4
76,DeMar DeRozan,TOR,SG,57,909,204,103,24,50,46.4,79.9,7.7,219,342,2,97,1934,0,0,1359.3
77,Jose Calderon,TOR,PG,50,489,156,442,4,59,44.3,80,39.5,52,151,45,110,1543,10,0,1355.2
78,Boris Diaw,CHA,C,56,633,292,207,34,55,49.6,68.3,35,56,203,57,121,1914,4,1,1350.9
79,Channing Frye,PHO,PF,55,690,355,64,57,35,44.2,78.6,40.3,55,133,123,51,1793,6,0,1345
80,Kris Humphries,BKN,PF,57,512,529,60,53,22,52.6,68.7,0,92,210,0,63,1448,17,0,1323.8
81,Trevor Ariza,NO,SF,56,628,311,122,23,91,39.5,70.6,29.9,108,164,64,91,1961,3,0,1321.2
82,Wesley Matthews,POR,SG,54,889,177,103,7,68,44.3,82.9,38.1,175,210,98,90,1847,1,0,1315.9
83,Arron Afflalo,DEN,SG,59,769,217,144,31,32,50.6,85.5,43.2,124,180,95,64,2073,2,0,1307.4
84,Darren Collison,IND,PG,53,705,155,269,6,64,44.6,86.7,32.6,124,244,31,129,1604,1,0,1305.5
85,Amir Johnson,TOR,PF,57,584,386,66,67,41,58.4,78.6,0,110,237,0,61,1491,10,0,1301.2
86,Grant Hill,PHO,PF,53,750,242,131,29,43,49.5,84.3,37.5,161,263,21,84,1613,3,0,1296.9
87,Hedo Turkoglu,ORL,PF,56,574,248,235,25,52,44.9,69.9,39.8,72,131,80,85,1686,3,1,1293.1
88,Ramon Sessions,CLE,PG,54,675,161,288,6,42,45.5,81.9,37.5,230,218,3,108,1402,6,0,1288.2
89,Rodney Stuckey,DET,PG,49,772,144,216,5,51,43,87.3,30.6,247,234,19,100,1505,3,0,1280.8
90,Tyson Chandler,DAL,C,53,554,494,19,58,25,65.6,77.1,0,172,191,0,70,1482,15,0,1271.3
91,Shane Battier,MEM,SF,60,505,280,152,73,57,45.1,65.4,38.2,51,98,86,64,1833,2,0,1265
92,Jameer Nelson,ORL,PG,52,640,150,323,1,41,43.9,78.8,39.6,82,159,80,126,1535,3,0,1262.5
93,Carlos Boozer,CHI,PF,37,713,361,87,11,27,54,68,0,119,297,0,92,1199,21,0,1260.7
94,Serge Ibaka,OKC,PF,56,510,408,15,115,20,54.8,75,0,96,207,0,46,1446,8,0,1246.1
95,Nick Young,WAS,SG,52,923,147,66,15,36,45,83.4,40.7,161,246,90,68,1643,0,0,1232.4
96,Shawn Marion,DAL,SF,55,649,359,62,31,41,50.6,80.2,14.3,93,272,4,88,1507,6,0,1228.8
97,Landry Fields,NY,SF,54,541,384,101,14,59,51.2,76.7,39.7,69,149,58,78,1754,11,0,1221.3
98,JaVale McGee,WAS,C,51,458,409,20,119,31,53.5,60.6,0,80,189,0,59,1355,14,0,1219.8
99,Thaddeus Young,PHI,PF,56,698,289,60,16,59,55.5,72,22.2,90,298,4,67,1456,2,0,1217.8
100,J.J. Hickson,CLE,C,53,632,400,50,37,33,44.2,63,0,138,247,0,113,1374,13,0,1214
101,Jeff Green,BOS,SF,48,715,266,86,20,40,43.3,82,29.6,146,205,53,73,1757,3,0,1210.2
102,Danilo Gallinari,DEN,SF,47,757,215,82,22,36,42.1,88.6,35,257,127,82,51,1625,1,0,1203
103,Glen Davis,BOS,PF,55,647,289,70,24,54,45.1,75.6,10,136,254,1,63,1629,4,0,1191.8
104,J.R. Smith,DEN,SG,56,647,231,117,11,68,42.7,75.6,35.7,121,158,70,68,1388,1,0,1189.7
105,Lou Williams,PHI,SG,54,749,105,185,16,29,41.3,82,34.9,218,168,65,75,1266,0,0,1167.5
106,Rashard Lewis,WAS,PF,52,629,274,87,28,48,43.5,78.9,35.7,71,156,82,81,1721,6,0,1159.3
107,Darko Milicic,MIN,C,54,488,289,88,118,38,46.5,54.2,0,52,218,0,124,1330,5,0,1154.8
108,Luke Ridnour,MIN,PG,48,572,128,260,6,60,45.4,90.6,45,96,151,58,102,1448,3,0,1145.6
109,Nicolas Batum,POR,SG,53,628,246,82,29,44,44.2,80,33.3,80,163,74,56,1676,4,0,1136.2
110,Vince Carter,PHO,SG,48,680,207,107,12,43,44,74.2,35.9,92,189,70,65,1424,2,0,1133.9
111,Chuck Hayes,HOU,PF,52,384,374,119,37,50,56.4,67.3,0,66,159,0,54,1337,5,0,1131.3
112,Gilbert Arenas,ORL,PG,51,604,144,232,18,54,37.4,78.3,29.9,90,143,76,138,1360,3,0,1130.8
113,DeJuan Blair,SA,C,55,469,386,56,26,64,50.9,66.2,0,51,209,0,80,1190,13,0,1116.2
114,C.J. Miles,UTA,SF,55,666,172,89,27,56,40.6,80,32.8,100,166,78,59,1301,0,0,1112.9
115,Ty Lawson,DEN,PG,57,595,134,226,2,51,49.2,72.4,37.8,113,178,42,92,1397,0,0,1108.8
116,Mike Dunleavy,IND,SG,52,592,249,95,27,35,45.9,78.8,41.3,82,117,92,60,1498,1,0,1097.3
117,Greg Monroe,DET,C,56,439,384,52,27,58,52.7,58.5,0,83,178,0,52,1428,10,0,1095.8
118,John Salmons,MIL,SF,46,653,157,147,16,45,39.1,81.4,39.6,140,168,59,89,1610,1,0,1094.9
119,Ben Gordon,DET,SG,58,736,146,129,11,37,44,83.7,38.4,118,195,76,112,1621,0,0,1088.7
120,DeAndre Jordan,LAC,C,56,382,395,28,98,30,66.7,45.3,0,62,160,0,69,1437,4,0,1085
121,Jamal Crawford,ATL,SG,49,732,88,155,9,42,42.7,85.1,34.9,166,172,74,96,1493,0,0,1076.1
122,Richard Jefferson,SA,SF,55,641,226,80,23,27,47.6,73.2,43.1,109,131,90,64,1725,1,0,1068.2
123,Charlie Villanueva,DET,PF,55,644,232,38,33,34,44.1,77.1,39.2,74,141,96,50,1302,4,0,1063.4
124,James Harden,OKC,PG,56,597,178,111,17,58,42.4,84.4,37.4,178,100,73,67,1436,0,0,1060.1
125,Baron Davis,LAC,PG,39,474,109,269,20,55,41.2,73.9,28.9,65,146,39,100,1125,4,0,1058.3
126,Marcus Camby,POR,PF,39,232,440,90,72,34,42.5,65.5,0,38,97,0,50,1118,8,0,1057
127,Brandon Bass,ORL,PF,53,589,299,43,31,17,50.5,82.5,0,127,231,0,62,1318,3,0,1046.3
128,Tracy McGrady,DET,PG,56,457,188,193,27,44,44.4,72,33.8,77,154,24,74,1296,3,0,1040.1
129,Al Harrington,DEN,PF,53,591,269,81,10,30,41.9,72.7,37,64,121,95,85,1313,1,0,1030.3
130,Brandon Jennings,MIL,PG,36,571,125,178,11,47,38,78.3,33.3,112,144,57,81,1199,4,1,1023
131,Carl Landry,NO,PF,53,621,256,50,22,30,48.3,72,0,157,232,0,85,1406,6,0,1022.2
132,Ersan Ilyasova,MIL,PF,53,487,312,50,20,44,43.2,88.8,28.8,79,159,30,54,1302,7,0,1010.4
133,Samuel Dalembert,SAC,C,53,364,362,44,82,18,47.8,72.9,0,62,151,0,70,1133,5,0,994.4
134,Marcin Gortat,PHO,C,53,413,350,39,50,21,57,73.7,100,70,170,1,48,1134,11,0,985.5
135,Mike Bibby,WAS,PG,55,510,134,198,6,36,43.7,63.6,44.3,28,79,108,67,1621,0,0,984.8
136,Metta World Peace,LAL,SF,57,474,168,118,16,76,41.1,67.1,38.8,55,121,59,57,1605,0,0,979.6
137,Wesley Johnson,MIN,SF,57,523,166,113,40,38,42,66.1,36.3,41,130,74,78,1522,0,0,969.7
138,Travis Outlaw,BKN,PF,57,549,247,58,23,22,37.8,76.7,30.7,92,140,59,53,1723,0,0,969.4
139,George Hill,SA,PG,49,556,146,114,16,45,44.9,87.6,40.8,155,124,51,58,1383,0,0,966.2
140,Kirk Hinrich,ATL,SG,45,486,122,196,6,53,44.4,87.7,37.9,93,138,39,79,1374,3,0,965.4
141,Taj Gibson,CHI,PF,53,379,293,38,81,27,42.9,67.4,12.5,64,156,1,47,1179,6,0,956.6
142,O.J. Mayo,MEM,SG,50,596,126,96,18,52,40.5,75.2,35.4,76,155,70,75,1393,0,0,956.2
143,Eric Bledsoe,LAC,PG,56,372,167,227,22,59,40.2,77.9,27.1,67,118,23,141,1377,1,0,933.9
144,Daniel Gibson,CLE,PG,44,554,125,136,11,32,39.6,81.2,43.4,95,102,85,62,1296,0,0,932
145,Joakim Noah,CHI,C,27,359,322,67,42,29,51.1,71.8,0,89,135,0,59,967,15,0,928.9
146,Andris Biedrins,GS,C,48,265,377,55,46,40,54.5,31,0,9,128,0,47,1199,3,0,924.9
147,Toney Douglas,NY,PG,53,485,155,119,2,65,40.6,81.2,34.7,52,104,75,59,1202,1,0,924.5
148,Omri Casspi,SAC,SF,53,494,246,52,12,42,41.5,71.4,38.6,50,102,80,56,1363,4,0,919.2
149,Corey Maggette,MIL,PF,49,633,199,68,5,16,44.1,83.5,29.8,218,182,17,104,1120,1,0,911.8
150,Spencer Hawes,PHI,PF,55,367,312,75,48,15,47.5,44.4,30.4,24,161,7,70,1087,5,0,909.9
150,Darrell Arthur,MEM,PF,57,501,232,31,30,38,51.8,77.8,0,77,212,0,52,1127,2,0,909.9
152,Jordan Farmar,BKN,PG,50,458,108,219,2,41,38.6,80,37,56,90,74,93,1174,3,0,909.1
153,Jared Dudley,PHO,SF,55,530,187,63,9,47,46.9,75,39.3,102,112,68,52,1355,1,0,908.9
154,Ryan Gomes,LAC,PF,56,454,196,96,7,50,41.3,72,33.9,54,113,58,43,1675,1,0,904.2
155,Mo Williams,CLE,PG,34,450,91,235,10,30,38.6,82.5,26.4,80,134,34,96,1007,9,0,895.7
156,J.J. Barea,DAL,PG,55,505,107,200,1,18,44.2,86.7,31.1,85,153,38,78,1124,1,0,893.4
157,Chase Budinger,HOU,SF,57,494,202,73,12,28,42.8,83.1,32.1,69,121,61,43,1078,0,0,882.9
158,Derek Fisher,LAL,PG,57,397,109,158,5,78,40.3,86.6,41.2,58,99,47,54,1562,0,0,876.8
159,Evan Turner,PHI,SG,54,398,240,109,8,33,41.3,79.8,25,75,148,9,55,1323,2,0,876.5
160,Corey Brewer,MIN,SF,54,453,146,76,14,84,38.1,70.6,25.5,113,134,24,69,1292,0,0,869.2
161,Josh McRoberts,IND,PF,46,338,246,97,39,33,52.6,69.6,37.5,55,110,21,54,1055,1,0,868.7
162,Rudy Fernandez,POR,SF,52,452,126,124,9,56,36.7,83.2,34.4,84,58,84,54,1204,0,0,865.2
163,Jarrett Jack,NO,PG,60,465,128,169,4,38,38.9,83,24.7,117,147,18,91,1176,0,0,865.1
164,Ronnie Brewer,CHI,SF,55,360,191,90,11,79,47.8,67,18.8,73,139,3,42,1277,0,0,862.2
165,Reggie Williams,GS,SF,56,551,149,90,3,18,46.7,78,42.4,92,117,75,50,1211,0,0,856.8
166,Jason Thompson,SAC,PF,49,414,275,56,25,19,49.3,64.6,0,84,165,0,60,1070,6,0,856
167,Thabo Sefolosha,OKC,SF,53,279,253,76,24,75,47.8,75,30.8,45,87,20,40,1449,2,0,854.6
168,Shannon Brown,LAL,SG,57,540,120,72,12,48,43.9,88.8,38,71,140,63,58,1106,0,0,854
169,Anthony Parker,CLE,SF,46,414,140,136,6,46,40.3,79.1,39.4,53,89,61,54,1359,0,0,836
170,Marco Belinelli,NO,SG,57,569,108,72,4,25,42.5,78.8,39.2,78,118,85,52,1392,0,0,812.6
171,Anderson Varejao,CLE,C,31,282,301,45,38,27,52.8,66.7,0,54,114,0,40,993,7,0,800.7
172,J.J. Redick,ORL,SF,51,533,103,87,3,24,45.5,88.8,41.2,95,99,80,49,1337,0,0,792.1
173,Derrick Favors,UTA,PF,56,356,283,21,41,16,53,61.5,0,72,142,0,53,1077,2,0,788.1
174,Keyon Dooling,MIL,PG,53,385,78,190,3,39,38.8,84.6,32.7,55,87,52,61,1228,2,0,786.6
175,Andrew Bynum,LAL,C,32,358,243,35,58,6,55.5,68.3,0,84,137,0,44,820,6,0,786.1
176,Tony Allen,MEM,SG,51,383,113,57,25,86,49.5,73.9,27.3,88,143,3,58,890,0,0,768.1
177,Ben Wallace,DET,PF,47,132,317,68,47,49,44.6,30,100,15,57,1,39,1110,1,0,767.4
178,Leandro Barbosa,TOR,SG,40,517,69,89,5,38,45,75.5,32.2,71,151,48,54,984,0,0,765.3
179,Tyrus Thomas,CHA,PF,34,378,197,25,56,28,47.5,81.4,0,96,141,0,59,734,4,0,760.9
180,Courtney Lee,HOU,SG,59,448,145,62,8,35,45.3,73.3,42.7,55,126,47,43,1106,0,0,758
180,Raja Bell,UTA,SG,52,419,125,84,12,42,42.1,88.2,36.1,60,100,53,45,1580,0,0,758
182,Luc Richard Mbah a Moute,MIL,PF,54,295,274,39,18,42,46.2,68.7,0,79,108,0,51,1335,5,0,751.3
183,Kyle Korver,CHI,SG,55,460,111,80,14,26,43.8,85.7,42.1,54,83,80,49,1141,0,0,744.2
184,Marvin Williams,ATL,PF,38,405,190,53,11,24,46.7,82.1,29.3,87,123,24,41,1131,2,0,741.5
185,Ryan Anderson,ORL,PF,39,407,195,27,24,19,42.6,80.6,38.1,58,59,77,32,808,4,0,735.5
186,Hakim Warrick,PHO,PF,53,448,194,35,6,20,52.4,72.2,25,143,151,1,50,941,2,0,735.3
187,Brandon Rush,IND,SG,43,439,154,42,25,24,43.5,76.5,41.8,62,97,61,50,1201,0,0,734.8
188,Nazr Mohammed,CHA,C,48,359,240,17,42,14,50.7,58.6,0,51,154,0,50,811,2,0,734.5
189,Jerryd Bayless,TOR,PG,47,366,118,168,2,23,39.4,81.1,28.1,99,96,25,85,889,2,0,724.6
190,Anthony Morrow,BKN,SG,40,507,121,43,5,14,46,90.1,42.9,64,112,73,38,1264,0,0,716.7
191,Mario Chalmers,MIA,PG,50,340,110,115,6,57,40.8,93.6,36,44,52,64,60,1142,0,0,710.5
192,Willie Green,NO,SG,54,465,120,47,10,22,45.8,79.1,32.7,53,155,34,43,1157,0,0,700.5
193,Brad Miller,HOU,C,45,300,164,108,18,21,45.8,83.1,36.4,64,76,28,37,781,1,0,699.8
194,Linas Kleiza,TOR,SF,39,436,177,40,7,19,43.8,63.1,29.8,41,139,39,65,1032,4,0,695.4
195,Gary Neal,SA,PG,53,471,125,49,4,16,43.1,81.8,42.2,54,78,87,43,1036,0,0,691.5
196,Kwame Brown,CHA,C,41,297,281,15,25,11,50,58.4,0,87,105,0,40,953,6,0,688.7
197,Richard Hamilton,DET,SG,35,464,77,90,0,23,41.3,84.5,40,82,131,40,49,898,0,0,688.4
198,Ed Davis,TOR,PF,40,256,248,18,46,17,58.9,55.2,0,32,112,0,21,876,4,0,685.6
199,Zydrunas Ilgauskas,MIA,C,53,270,246,16,51,17,50.8,77.8,0,28,121,0,41,914,3,0,684.2
200,Goran Dragic,HOU,PG,49,359,87,150,6,38,41.9,60.6,27.9,60,106,29,97,866,2,0,679.4
201,Shaun Livingston,CHA,PG,56,333,112,112,17,35,45.9,87.1,25,74,128,1,66,958,0,0,673.4
202,Al Thornton,WAS,PF,47,385,152,51,9,27,46.7,75.2,16,79,147,4,44,1043,0,0,671.9
203,Al-Farouq Aminu,LAC,PF,55,345,185,42,17,42,40.2,78.8,35.4,67,79,40,78,991,0,0,670
204,Caron Butler,DAL,SF,29,436,118,46,8,28,45,77.3,43.1,68,142,28,49,867,1,0,669.6
205,Will Bynum,DET,PG,47,371,55,145,2,35,45.3,84.8,33.3,78,127,13,60,854,0,0,668.5
206,Antonio McDyess,SA,PF,50,235,249,53,27,25,49.8,64.6,0,31,102,0,51,880,2,0,666.3
207,Nenad Krstic,BOS,C,46,354,207,19,16,17,49.5,79.4,0,54,150,0,32,1007,1,0,664.9
208,Tyler Hansbrough,IND,PF,44,378,197,23,12,17,45,82.3,0,102,138,0,43,780,3,0,663.9
209,Jordan Hill,HOU,C,53,308,227,22,40,8,47.1,74.6,0,50,129,0,50,907,2,0,659.4
210,Vladimir Radmanovic,GS,SF,52,272,160,66,31,35,42.4,84.6,39.7,22,50,50,42,856,0,0,653
211,Austin Daye,DET,PF,48,342,168,39,20,23,40.9,73.8,43,45,75,49,36,907,0,0,652.1
212,Brandon Roy,POR,SF,25,405,74,78,11,27,40.3,87.5,35.4,91,115,28,37,852,1,0,649.8
213,Jodie Meeks,PHI,SG,48,451,79,48,3,32,39.4,89.8,38.9,106,57,77,40,1193,0,0,647.8
214,Shaquille O'Neal,BOS,C,36,335,177,26,42,16,66.2,55.7,0,73,131,0,55,746,3,0,647.4
215,Nate Robinson,BOS,PG,53,382,87,105,4,29,40.4,82.5,32.6,33,83,61,63,964,1,0,646.9
216,Aaron Brooks,PHO,PG,34,390,51,127,2,21,35.5,95.1,28.5,77,86,47,55,793,1,0,632.7
217,Earl Watson,UTA,PG,56,199,113,170,10,44,40,66.7,28.8,38,55,17,66,945,1,0,631.6
218,Dante Cunningham,CHA,SF,53,266,179,31,32,35,43.5,71.1,0,32,117,0,33,1029,1,0,628.3
219,Sam Young,MEM,SF,55,343,106,41,17,50,45,80.7,29.7,46,132,11,38,982,0,0,627.7
220,Sonny Weems,TOR,SG,38,383,110,76,1,27,43.4,81.2,26.2,56,147,11,65,999,0,0,620
221,Sasha Vujacic,BKN,SG,42,356,104,69,4,36,39.6,84.3,36.8,43,77,53,45,894,0,0,619.3
222,Matt Barnes,LAL,SF,37,272,178,62,17,26,47.4,81.5,34.1,44,72,28,49,769,2,0,615.6
223,Jason Smith,NO,PF,59,274,201,31,27,22,43.1,84.4,0,54,110,0,45,920,0,0,614.7
224,Brendan Haywood,DAL,C,52,225,249,11,46,8,57.3,36,0,45,90,0,34,916,2,0,614.3
225,Ronny Turiaf,NY,PF,44,198,154,72,51,25,62.3,63,0,46,76,0,30,827,2,0,612.8
226,James Jones,MIA,SG,56,356,123,33,15,22,41.4,89.1,41.7,41,15,95,15,1151,0,0,612.1
227,Marcus Thornton,SAC,SG,46,350,127,47,4,19,39.9,75,35.1,51,100,33,38,752,1,0,580.9
228,Francisco Garcia,SAC,SF,35,327,87,41,32,23,44.9,83.7,37.9,36,75,47,25,814,1,0,577.9
229,Matt Bonner,SA,C,41,309,141,33,17,13,48.4,73.1,50.7,19,37,72,15,912,0,0,572.7
230,Marquis Daniels,BOS,SF,48,261,112,62,21,39,48.7,68.5,19,37,106,4,38,924,0,0,570.4
231,Anthony Tolliver,MIN,PF,41,246,176,43,20,19,43.2,80.2,41.4,65,47,29,30,770,1,0,569.7
232,Eric Maynor,OKC,PG,56,252,80,142,4,24,39.7,72.5,38,37,67,27,54,822,0,0,563
233,Nick Collison,OKC,PF,47,202,204,34,22,26,53.2,76.6,0,36,83,0,35,975,0,0,558.8
