RK,NAME,TEAM,POS,GMS,PTS,REB,AST,BLK,STL,FGP,FTP,3PP,FTM,2PM,3PM,TO,MIN,DD2,TD3,FPTS
42,Devonte' Graham,CHA,PG,63,1145,212,471,15,62,38.2,82,37.3,191,150,218,181,2211,17,0,2078.9
43,Montrezl Harrell,LAC,PF,63,1173,446,107,72,39,58,65.8,0,231,471,0,108,1749,12,0,1982.7
44,T.J. Warren,IND,SF,67,1326,280,99,34,78,53.6,81.9,40.3,167,443,91,84,2202,2,0,1950.5
45,Jarrett Allen,BKN,C,70,775,671,110,92,40,64.9,63.3,0,171,302,0,77,1851,30,0,1932.2
46,Lonzo Ball,NO,PG,63,745,383,438,38,88,40.3,56.6,37.5,43,129,148,193,2025,12,3,1920.6
47,Lou Williams,LAC,SG,65,1185,201,365,12,44,41.8,86.1,35.2,292,280,111,182,1863,2,0,1903.7
48,Al Horford,PHI,PF,67,798,456,270,61,52,45,76.2,35,61,220,99,80,2025,6,0,1896.2
49,Aaron Gordon,ORL,PF,62,894,475,228,39,51,43.7,67.4,30.8,151,262,73,100,2017,20,1,1886
50,Kevin Love,CLE,PF,56,987,547,178,19,33,45,85.4,37.4,187,181,146,140,1780,23,0,1874.4
51,De'Aaron Fox,SAC,PG,51,1077,196,348,25,74,48,70.5,29.2,241,337,54,158,1634,9,0,1874.2
52,Robert Covington,HOU,SF,70,870,463,88,94,114,42.2,79.8,33.5,99,144,161,103,2136,7,0,1870.6
53,Collin Sexton,CLE,PG,65,1349,204,192,7,65,47.2,84.6,38,226,416,97,158,2142,0,0,1867.8
54,Andrew Wiggins,GS,SF,54,1175,274,198,53,45,44.7,70.9,33.2,190,326,111,132,1858,4,1,1864.8
55,Dennis Schroder,OKC,PG,65,1229,236,262,14,45,46.9,83.9,38.5,198,328,125,166,1998,0,0,1857.2
56,Terry Rozier,CHA,PG,63,1134,276,259,10,61,42.3,87.4,40.7,166,226,172,141,2164,2,0,1854.7
57,Fred Vanvleet,TOR,PG,54,952,203,357,17,100,41.3,84.8,39,168,173,146,121,1928,8,0,1844.1
58,Kemba Walker,BOS,PG,56,1145,217,268,28,48,42.5,86.4,38.1,209,198,180,117,1742,2,0,1842.4
59,Jamal Murray,DEN,PG,59,1091,236,284,17,67,45.6,88.1,34.6,163,296,112,127,1903,3,0,1841.2
60,LaMarcus Aldridge,SA,PF,53,1001,392,129,87,36,49.3,82.7,38.9,158,330,61,74,1754,14,0,1836.9
61,Jaylen Brown,BOS,SG,57,1159,364,118,20,65,48.1,72.4,38.2,176,298,129,125,1933,8,0,1817.8
62,Nemanja Bjelica,SAC,PF,72,831,458,203,40,62,48.1,82.1,41.9,69,180,134,99,2011,10,0,1790.1
63,Evan Fournier,ORL,SF,66,1221,171,209,15,71,46.7,81.8,39.9,180,261,173,125,2075,0,0,1786.7
64,Markelle Fultz,ORL,PG,72,870,238,369,11,90,46.5,73,26.7,116,323,36,147,1996,4,1,1764.1
65,Eric Bledsoe,MIL,PG,61,911,283,328,26,57,47.4,79,34.4,169,260,74,148,1646,2,0,1760.6
66,Dillon Brooks,MEM,SF,73,1181,243,150,27,63,40.7,80.8,35.8,164,288,147,124,2112,0,0,1753.6
67,Kelly Oubre Jr.,PHO,SF,56,1046,361,85,40,71,45.2,78,35.2,192,265,108,83,1933,9,0,1745.7
68,Steven Adams,OKC,C,63,684,583,146,67,51,59.2,58.2,33.3,117,282,1,94,1680,22,0,1744.6
69,Danilo Gallinari,OKC,SF,62,1160,322,119,5,42,43.8,89.3,40.5,266,180,178,76,1833,3,0,1742.9
70,Malcolm Brogdon,IND,PG,54,893,262,381,10,35,43.8,89.2,32.6,166,251,75,131,1666,9,0,1737.9
71,Harrison Barnes,SAC,SF,72,1046,355,159,12,43,46,80.1,38.1,214,263,102,88,2481,4,0,1732.5
72,Will Barton,DEN,SG,58,874,365,212,29,61,45,76.7,37.5,102,224,108,88,1915,7,0,1722
73,Dejounte Murray,SA,PG,66,720,383,271,17,111,46.2,79.8,36.9,91,253,41,125,1686,6,0,1717.1
74,Bojan Bogdanovic,UTA,SF,63,1275,259,131,7,34,44.7,90.3,41.4,250,229,189,159,2082,0,0,1705.3
75,Paul George,LAC,SF,48,1033,272,185,20,67,43.9,87.6,41.2,190,186,157,125,1418,5,0,1685.9
76,Brook Lopez,MIL,C,68,813,312,99,163,46,43.5,83.6,31.4,127,190,102,70,1816,4,0,1683.9
77,Alec Burks,PHI,SG,66,993,282,189,17,62,41.8,88.7,38.5,235,205,116,91,1754,1,0,1681.9
78,Gordon Hayward,BOS,SF,52,909,348,212,22,38,50,85.5,38.3,124,265,85,96,1740,8,0,1668.6
79,D'Angelo Russell,MIN,PG,45,1039,177,285,13,48,42.6,80.9,36.7,161,202,158,147,1452,3,0,1653.9
80,Karl-Anthony Towns,MIN,C,35,926,378,153,42,33,50.8,79.6,41.2,180,202,114,110,1187,24,0,1649.1
81,Marcus Smart,BOS,PG,60,776,225,291,29,101,37.5,83.6,34.7,127,119,137,103,1919,3,0,1639.5
82,Tim Hardaway Jr.,DAL,SF,71,1121,232,137,5,41,43.4,81.9,39.8,149,180,204,69,2091,0,0,1627.9
83,Tristan Thompson,CLE,C,57,684,577,120,50,33,51.2,61.5,39.1,99,279,9,103,1721,25,0,1619.4
84,Myles Turner,IND,C,62,749,407,72,132,46,45.7,75.1,34.4,127,182,86,85,1825,9,0,1616.4
85,Joe Ingles,UTA,SF,72,707,278,373,11,65,44.5,78.7,39.9,74,105,141,142,2136,3,0,1610.1
86,Kendrick Nunn,MIA,PG,67,1024,180,220,15,56,43.9,85,35,85,264,137,114,1962,0,0,1598
87,John Collins,ATL,PF,41,885,416,60,66,31,58.3,80,40.1,120,294,59,75,1361,22,0,1593.2
88,Marcus Morris,LAC,PF,62,1033,311,86,30,47,43.8,82.3,40.8,181,213,142,97,1936,3,0,1592.2
89,Ish Smith,WAS,PG,68,740,219,334,30,59,44.7,72.1,36.7,62,246,62,95,1787,1,0,1586.8
90,Jaren Jackson Jr.,MEM,PF,57,990,262,78,92,40,46.9,74.7,39.4,139,208,145,99,1622,3,0,1586.4
91,Goran Dragic,MIA,PG,59,953,187,301,10,40,44.1,77.6,36.7,191,195,124,144,1662,3,0,1584.9
92,Joe Harris,BKN,SF,69,998,298,144,17,41,48.6,71.9,42.4,64,209,172,104,2122,0,0,1583.6
93,Troy Brown,WAS,SF,69,716,383,178,7,85,43.9,78.4,34.1,109,212,61,79,1781,6,0,1547.6
94,Serge Ibaka,TOR,PF,55,845,452,77,46,28,51.2,71.8,38.5,89,273,70,109,1484,20,0,1541.9
95,Bogdan Bogdanovic,SAC,SG,61,924,207,207,15,64,44,74.1,37.2,86,173,164,102,1765,2,0,1538.9
96,Terrence Ross,ORL,SG,69,1016,222,82,24,77,40.3,85.3,35.1,157,164,177,70,1889,0,0,1537.4
97,OG Anunoby,TOR,SF,69,733,364,108,45,96,50.5,70.6,39,72,197,89,79,2065,5,0,1534.8
98,Jordan Clarkson,UTA,PG,71,1078,187,136,16,46,45.4,83.6,36.8,138,242,152,97,1704,0,0,1533.4
99,Miles Bridges,CHA,SF,65,843,362,114,48,40,42.4,80.9,33,106,220,99,95,1995,4,0,1529.4
100,Tomas Satoransky,CHI,PG,65,644,254,354,7,80,43,87.6,32.2,106,173,64,130,1877,3,0,1523.8
101,Carmelo Anthony,POR,PF,58,895,368,85,27,49,43,84.5,38.5,136,249,87,100,1902,5,0,1516.1
102,Derrick White,SA,PG,68,765,223,241,59,44,45.8,85.3,36.6,180,174,79,89,1676,0,0,1511.1
103,Jae Crowder,MIA,PF,65,684,384,161,24,72,40.1,77.6,34.3,97,91,135,69,1874,6,0,1509.3
104,Ivica Zubac,LAC,C,72,596,543,82,66,16,61.3,74.7,0,124,236,0,61,1326,10,0,1473.6
105,Daniel Theis,BOS,PF,65,601,426,111,84,37,56.6,76.3,33.3,87,209,32,54,1566,7,0,1466.7
106,Mitchell Robinson,NY,C,61,590,428,36,119,52,74.2,56.8,0,84,253,0,37,1412,8,0,1462.6
107,Christian Wood,DET,PF,62,810,390,60,54,34,56.7,74.4,38.6,180,234,54,84,1324,12,0,1460
108,Duncan Robinson,MIA,PG,73,983,232,102,19,35,47,93.1,44.6,67,53,270,70,2165,1,0,1452.4
109,Derrick Rose,DET,PG,50,904,121,278,16,40,49,87.1,30.6,121,324,45,126,1297,4,0,1452.2
110,Taurean Prince,BKN,SF,64,773,381,116,25,57,37.6,79.8,33.9,71,132,146,127,1857,8,0,1441.2
111,Dorian Finney-Smith,DAL,SF,71,678,405,114,39,45,46.6,72.2,37.6,78,129,114,69,2119,5,0,1434
112,Mikal Bridges,PHO,SF,73,667,291,129,46,102,51,84.4,36.1,103,177,70,73,2042,1,0,1432.7
113,Jerami Grant,DEN,SF,71,851,248,88,57,50,47.8,75,38.9,147,205,98,63,1891,0,0,1431.6
114,Maximilian Kleber,DAL,PF,74,672,388,88,83,25,46.1,84.9,37.3,79,118,119,58,1889,2,0,1427.6
115,Josh Hart,NO,SG,65,656,425,108,23,63,42.3,73.9,34.2,85,104,121,75,1755,10,0,1425
116,Deandre Ayton,PHO,C,38,690,436,72,58,26,54.6,75.3,23.1,67,307,3,80,1236,23,0,1409.2
117,Clint Capela,ATL,C,39,543,537,48,72,33,62.9,52.9,0,55,244,0,63,1279,27,0,1406.4
118,Coby White,CHI,PG,65,859,230,175,6,49,39.4,79.1,35.4,102,179,133,109,1674,0,0,1398.5
119,P.J. Tucker,HOU,SF,72,500,476,115,36,77,41.5,81.2,35.8,39,70,107,72,2467,6,0,1397.7
120,Dario Saric,PHO,PF,66,704,407,123,16,37,47.6,84.4,35.7,108,172,84,88,1631,9,0,1394.9
121,Rudy Gay,SA,SF,67,726,362,114,33,35,44.6,88.2,33.6,120,192,74,88,1460,4,0,1379.4
122,Caris Levert,BKN,SG,45,842,188,199,10,53,42.5,71.1,36.4,140,231,80,118,1329,2,1,1374.1
123,RJ Barrett,NY,PF,56,803,279,143,17,55,40.2,61.4,32,156,229,63,124,1704,2,0,1372.3
124,PJ Washington,CHA,PF,58,710,316,123,44,51,45.5,64.7,37.4,88,182,86,93,1759,4,0,1370.7
125,DeAndre Jordan,BKN,C,56,465,561,105,52,18,66.6,68,0,83,191,0,74,1234,13,0,1361.7
126,Eric Paschall,GS,PF,60,837,275,127,13,32,49.7,77.4,28.7,164,281,37,94,1653,4,0,1353.5
127,Kevin Huerter,ATL,SG,56,684,229,214,27,51,41.3,82.8,38,53,125,127,87,1760,2,0,1348.8
128,Delon Wright,DAL,PG,73,504,280,244,22,85,46.2,77,37,77,143,47,73,1569,1,0,1347
128,Davis Bertans,WAS,SF,54,834,245,92,33,37,43.4,85.2,42.4,104,65,200,59,1583,1,0,1347
130,Donte Divincenzo,MIL,SG,66,610,318,154,20,87,45.5,73.3,33.6,63,149,83,90,1520,1,0,1346.6
131,Thaddeus Young,CHI,PF,64,659,315,117,23,92,44.8,58.3,35.6,42,190,79,102,1590,2,0,1340.5
131,Brandon Clarke,MEM,PF,58,700,345,81,48,32,61.8,75.9,35.9,85,273,23,55,1300,3,0,1340.5
133,Larry Nance Jr.,CLE,PF,56,564,409,123,22,56,53.1,67.6,35.2,50,173,56,60,1472,12,0,1335.3
134,Dwight Howard,LAL,C,69,517,507,45,79,31,72.9,51.4,60,110,199,3,84,1305,9,0,1328.9
135,Cody Zeller,CHA,C,58,642,411,88,25,40,52.4,68.2,24,122,233,18,75,1340,10,0,1322.2
136,De'Andre Hunter,ATL,PG,63,778,286,111,18,44,41,76.4,35.5,110,172,108,103,2017,3,0,1308.7
137,Royce O'Neale,UTA,SF,71,450,389,180,32,59,43.3,76.4,37.7,42,66,92,61,2049,2,0,1307.8
138,Monte Morris,DEN,PG,73,660,137,255,17,55,45.9,84.3,37.8,75,195,65,53,1636,0,0,1297.9
139,Jeff Teague,ATL,PG,59,641,142,308,19,44,43.6,87.3,36.8,172,170,43,116,1464,3,0,1283.4
140,Marquese Chriss,GS,PF,59,548,365,114,62,39,54.5,76.9,20.5,120,202,8,78,1196,9,0,1281
141,Glenn Robinson III,PHI,SG,62,727,270,96,16,54,48.6,86,39.1,74,211,77,55,1786,1,0,1280
142,Norman Powell,TOR,SF,52,830,190,91,21,60,49.5,84.3,39.9,129,187,109,77,1478,0,0,1279.5
143,Josh Richardson,PHI,SF,55,755,174,162,36,52,43,80.9,34.1,114,193,85,104,1693,0,0,1278.8
144,Derrick Favors,NO,PF,51,459,501,81,46,30,61.7,56.3,14.3,40,208,1,55,1242,18,0,1278.7
145,Cedi Osman,CLE,SF,65,718,231,154,16,54,43.7,67,38.3,63,143,123,91,1910,2,0,1275.2
146,Bruce Brown Jr.,DET,SG,58,517,274,230,29,63,44.3,73.9,34.4,88,165,33,100,1634,4,0,1274.8
147,Lauri Markkanen,CHI,PF,50,737,313,74,23,42,42.5,82.4,34.4,126,142,109,81,1491,3,0,1272.6
148,Elfrid Payton,NY,PG,45,449,212,323,17,70,43.9,57,20.3,49,179,14,96,1245,6,1,1265.9
149,J.J. Redick,NO,SF,60,917,151,119,10,20,45.3,89.2,45.3,165,106,180,75,1580,0,0,1261.7
150,Danuel House,HOU,PF,63,662,267,85,34,67,42.7,81.1,36.3,73,101,129,54,1912,2,0,1257.9
151,T.J. McConnell,IND,PG,71,464,189,355,11,56,51.6,83.3,29.4,35,207,5,100,1326,2,0,1257.3
152,Justin Holiday,IND,SG,73,603,238,93,46,88,42.8,79.1,40.5,53,74,134,44,1825,0,0,1252.1
153,Bobby Portis,NY,PF,66,668,338,98,18,32,45,76.3,35.8,71,198,67,73,1393,5,0,1247.6
154,Kyle Kuzma,LAL,PF,61,782,273,80,26,28,43.6,73.5,31.6,114,205,86,91,1526,2,0,1246.6
155,Garrett Temple,BKN,SG,62,641,218,156,29,49,37.8,80.5,32.9,70,95,127,62,1729,2,0,1230.6
156,Kent Bazemore,SAC,SG,68,597,294,93,40,74,37.5,76.9,34.4,113,116,84,91,1687,0,0,1226.3
157,Thomas Bryant,WAS,C,46,609,331,83,49,25,58.1,74.1,40.7,86,206,37,53,1146,11,0,1225.7
158,Jakob Poeltl,SA,C,66,372,375,117,95,37,62.4,46.5,0,40,166,0,54,1171,4,0,1207.5
159,Aaron Holiday,IND,PG,66,627,155,225,16,54,41.4,85.1,39.4,74,146,87,88,1617,3,0,1202.5
160,Shabazz Napier,WAS,PG,56,578,158,262,11,69,41.2,82.4,31.7,126,112,76,128,1344,2,1,1192.6
161,Tyler Herro,MIA,PG,55,743,224,121,9,34,42.8,87,38.9,87,154,116,87,1508,1,0,1192.3
162,Seth Curry,DAL,SG,64,793,145,124,9,38,49.5,82.5,45.2,80,139,145,62,1575,0,0,1185
163,JaVale McGee,LAL,C,68,446,390,37,94,36,63.7,64.6,50,53,192,3,55,1130,2,0,1174.5
164,Richaun Holmes,SAC,PF,44,539,358,42,56,41,64.8,78.8,0,93,223,0,52,1241,13,0,1173.6
165,Rui Hachimura,WAS,PF,48,649,294,87,8,37,46.6,82.9,28.7,116,229,25,53,1444,3,0,1169.3
166,Gorgui Dieng,MEM,C,63,464,354,73,59,51,45.6,77.2,35.5,78,112,54,60,1096,9,0,1158.3
167,Mike Conley,UTA,PG,47,675,150,208,5,36,40.9,82.7,37.5,115,136,96,92,1363,0,0,1157
168,Kelly Olynyk,MIA,C,67,549,305,116,23,45,46.2,86,40.6,86,89,95,71,1300,3,0,1154
169,Damion Lee,GS,SG,49,621,239,133,6,50,41.7,87.3,35.6,110,128,85,67,1422,3,0,1152.3
170,Draymond Green,GS,PF,43,345,266,266,33,59,38.9,75.9,27.9,63,87,36,98,1221,8,2,1149.2
171,Darius Garland,CLE,PG,59,728,111,229,4,42,40.1,87.5,35.5,63,175,105,151,1824,1,0,1145.7
172,Paul Millsap,DEN,PF,51,591,293,83,30,44,48.2,81.6,43.5,115,157,54,70,1240,5,0,1145.1
173,Enes Kanter,BOS,C,58,469,431,56,41,22,57.2,70.7,14.3,70,198,1,56,983,9,0,1140.2
174,Patty Mills,SA,PG,66,767,108,118,6,53,43.1,86.6,38.2,97,104,154,54,1484,0,0,1137.6
175,Nerlens Noel,OKC,C,61,449,300,57,91,59,68.4,75.5,33.3,80,183,1,66,1127,3,0,1128.5
176,Cory Joseph,SAC,PG,72,458,188,251,21,53,41.5,85.7,35.2,60,115,56,80,1759,0,0,1128.1
177,Danny Green,LAL,SG,68,547,225,91,32,85,41.6,68.8,36.7,33,77,120,63,1686,0,0,1124.5
178,D.J. Augustin,ORL,PG,57,599,122,262,1,34,39.9,89,34.8,161,114,70,86,1420,0,0,1122.4
179,Wendell Carter Jr.,CHI,PF,43,484,405,51,36,33,53.4,73.7,20.7,112,177,6,72,1255,17,0,1112.5
180,Tyus Jones,MEM,PG,65,484,103,285,6,59,45.9,74.1,37.9,43,150,47,55,1232,0,0,1110.1
181,Mason Plumlee,DEN,C,61,437,317,154,38,33,61.5,53.5,0,83,177,0,82,1057,2,0,1108.4
181,Jarrett Culver,MIN,PG,63,580,212,110,38,57,40.4,46.2,29.9,54,164,66,81,1505,0,0,1108.4
183,Josh Okogie,MIN,SG,62,533,268,99,26,68,42.7,79.6,26.6,152,129,41,87,1547,0,0,1104.1
184,De'Anthony Melton,MEM,PG,60,455,220,175,20,77,40.1,76.9,28.6,93,121,40,84,1167,0,0,1091.5
185,Kyle Anderson,MEM,SF,67,390,285,162,37,54,47.4,66.7,28.2,52,133,24,66,1329,0,0,1091
186,Patrick Beverley,LAC,PG,51,405,266,183,25,54,43.1,66,38.8,31,67,80,67,1341,4,0,1089.7
187,Langston Galloway,DET,SG,66,677,149,101,11,48,43.5,85.9,39.9,73,104,132,40,1702,0,0,1085.3
188,Cam Reddish,ATL,PF,58,610,216,87,28,62,38.4,80.2,33.2,101,130,83,96,1550,0,0,1083.7
189,George Hill,MIL,PG,59,554,177,180,5,47,51.6,84.2,46,85,113,81,57,1271,0,0,1083.4
190,Furkan Korkmaz,PHI,SG,72,704,168,79,16,41,43,75.5,40.2,77,99,143,59,1558,0,0,1079.1
191,Gary Harris,DEN,SG,56,581,163,118,14,76,42,81.5,33.3,75,148,70,60,1780,0,0,1073.6
192,Jeremy Lamb,IND,SG,46,577,200,96,22,55,45.1,83.6,33.5,92,163,53,50,1291,2,0,1065
193,Ben McLemore,HOU,SG,71,715,157,58,16,45,44.4,74.6,40,50,61,181,50,1619,1,0,1062.4
194,Kentavious Caldwell-Pope,LAL,SG,69,645,142,111,14,57,46.7,77.5,38.5,79,145,92,62,1761,0,0,1061.9
195,Willie Cauley-Stein,DAL,C,54,390,315,70,61,49,57.9,60.6,0,40,175,0,40,1097,3,0,1053
196,Austin Rivers,HOU,PG,68,596,175,113,10,49,42.1,70.3,35.6,78,115,96,50,1593,0,0,1043.5
197,Derrick Jones,MIA,SF,59,500,233,62,38,58,52.7,77.2,28,95,147,37,30,1375,0,0,1034.6
198,Terence Davis,TOR,PF,72,543,237,115,14,39,45.6,86.4,38.8,51,105,94,76,1209,1,0,1029.9
199,Bryn Forbes,SA,SG,63,707,126,108,0,33,41.7,83.3,38.8,75,94,148,57,1579,0,0,1029.2
200,Doug McDermott,IND,SF,69,710,174,78,5,12,48.8,82.8,43.5,48,139,128,42,1372,0,0,1027.8
201,Kris Dunn,CHI,PG,51,373,186,173,17,101,44.4,74.1,25.9,40,123,29,68,1268,0,0,1023.7
202,JaMychal Green,LAC,PF,63,430,388,49,24,29,42.9,75,38.7,36,59,92,54,1307,7,0,1021.1
203,Trey Lyles,SA,PF,63,404,361,69,28,28,44.6,73.3,38.7,33,88,65,39,1270,2,0,1013.7
204,Brad Wanamaker,BOS,PG,71,487,144,179,14,61,44.8,92.6,36.3,126,125,37,76,1369,0,0,1002.3
205,Rondae Hollis-Jefferson,TOR,SF,60,418,283,106,23,46,47.1,73.4,13,105,152,3,59,1121,2,0,995.6
206,Alex Len,SAC,C,55,438,321,50,48,23,55.5,64.8,27.1,68,161,16,55,970,8,0,985.2
207,Jaxson Hayes,NO,PF,64,472,259,56,55,26,67.2,64.7,25,123,173,1,53,1079,3,0,975.8
208,Trevor Ariza,POR,SF,53,423,246,91,15,69,43.8,83.8,37.2,62,65,77,56,1492,0,0,966.7
209,Marc Gasol,TOR,C,44,331,275,147,38,34,42.7,73.5,38.5,36,62,57,59,1161,3,0,966.5
210,Jonathan Isaac,ORL,PF,34,404,231,48,78,53,47,77.9,34,60,124,32,49,979,5,0,966.2
211,Markieff Morris,LAL,PF,58,560,218,77,17,31,44.3,77.6,38.6,66,115,88,76,1187,1,0,957.1
212,Jabari Parker,SAC,PF,38,531,214,68,16,45,51,75.3,26.9,61,187,32,64,917,2,0,947.8
213,Michael Porter Jr.,DEN,PF,55,512,259,46,25,27,50.9,83.3,42.2,60,133,62,49,903,9,0,946.8
214,Malik Beasley,MIN,SG,55,615,148,75,8,40,42.5,81.8,38.8,54,120,107,57,1208,1,0,944.1
215,Mohamed Bamba,ORL,C,62,332,302,42,86,23,46.2,67.4,34.6,31,95,37,42,878,2,0,933.4
216,Malik Monk,CHA,SG,55,564,157,114,16,25,43.4,82,28.4,82,154,58,77,1169,1,0,928.4
217,Chris Boucher,TOR,PF,62,411,277,26,61,22,47.2,78.4,32.2,91,103,38,28,818,5,0,920.4
218,Pat Connaughton,MIL,SG,67,360,284,107,31,24,45.5,77.5,33.1,31,82,55,52,1243,0,0,919.3
219,Anfernee Simons,POR,SG,70,579,152,97,10,26,39.9,82.6,33.2,76,139,75,61,1448,1,0,917.9
220,Cameron Johnson,PHO,PG,58,504,187,69,20,36,43.5,80.7,39,46,70,106,32,1256,2,0,911.9
221,Bismack Biyombo,CHA,C,53,393,308,50,49,10,54.3,60.3,0,91,151,0,48,1029,8,0,907.6
222,James Ennis,ORL,SF,69,454,245,63,22,35,44.6,80.6,32.5,79,105,55,58,1265,1,0,898.5
223,Ersan Ilyasova,MIL,PF,63,414,302,49,17,23,46.6,82.8,36.5,72,96,50,34,986,5,0,895.9
224,Jalen Brunson,DAL,PG,57,466,134,188,4,22,46.6,81.3,35.8,61,138,43,66,1021,2,0,894.8
225,Kyrie Irving,BKN,PG,20,548,103,128,10,27,47.8,92.2,39.4,94,143,56,52,657,3,1,885.6
226,Kevin Porter Jr.,CLE,PG,50,498,162,109,14,46,44.2,72.3,33.5,73,133,53,93,1161,0,0,882.9
227,Wesley Matthews,MIL,SG,67,494,166,92,9,38,39.6,76.5,36.4,52,59,108,43,1634,0,0,882.2
228,Aron Baynes,PHO,C,42,481,237,67,23,10,48,74.7,35.1,56,124,59,50,934,3,0,881.9
